policy,T,T0,T1,strict_raw,drift_raw,strict_stage3,drift_stage3,pp_primary,pp_sensitivity,mismatch_sign,mismatch_sign_denominator,max_adv_phi,max_adv_phi_over_pi,max_adv_v,max_adv_w_loc3,max_adv_w_loc5,max_adv_v_fit_ABB
fixed,3000,200,250,72,43,47,22,1,1,1,52,0.9599310885968813,0.3055555555555556,0.15927822966672492,0.5733153716524112,0.5796209365897839,0.11154356621920736
fixed,6000,200,250,72,43,47,22,1,1,1,52,0.9599310885968813,0.3055555555555556,0.15928025434174353,0.5733147530896847,0.5796190222921888,0.11154394448070569
scaled,3000,2000,2500,72,43,47,22,1,1,1,52,0.9599310885968813,0.3055555555555556,0.1592658846034482,0.5733148465339079,0.5796169666508406,0.11154378869499611
scaled,6000,4000,5000,72,43,47,22,1,1,1,52,0.9599310885968813,0.3055555555555556,0.1592808631739511,0.5733164134062247,0.5796172233376731,0.11154447504772702
