mask_name,policy,T,profile_index,phi,phi_over_pi,v_fit_A,v_fit_B,v_fit_ABB,margin_A_losing,margin_B_losing,margin_ABB_winning,margin_primary_transport,margin_sensitivity_transport,strict_stage3,drift_stage3,pp_primary,pp_sensitivity
pp_primary,fixed,3000,12,1.763847411819723,0.5614500689019097,-0.059899755118065695,-0.011269091134556106,0.0856162918167046,0.05091624609069237,0.0022855821071827796,0.07663278278933128,0.008715101172962855,0.046742940968674096,1,1,1,1
pp_primary,fixed,3000,13,1.7664316440588903,0.5622726555718316,-0.05991497391463795,-0.011238756981701993,0.08526174176480883,0.050931464887264626,0.0022552479543286666,0.0762782327374355,0.006741816381763105,0.04432642537129944,1,1,1,1
pp_primary,fixed,3000,14,1.7690158762980577,0.5630952422417534,-0.05993009885411354,-0.011208582354425239,0.08491730485905451,0.05094658982674021,0.0022250733270519126,0.07593379583168118,0.00462917904517457,0.041740334566857315,1,1,1,1
pp_primary,fixed,3000,15,1.7716001085372253,0.5639178289116754,-0.0599451291536497,-0.011178560014421931,0.08458274399192553,0.05096162012627637,0.0021950509870486048,0.0755992349645522,0.0023834892902569044,0.038993043927693566,1,1,1,1
pp_primary,fixed,3000,16,1.7741843407763926,0.5647404155815973,-0.05996006407538061,-0.011148683756052952,0.0842578003927417,0.050976555048007285,0.002165174728679626,0.07527429136536837,1.1772548454414e-05,0.036090837265907325,1,1,1,1
pp_sensitivity,fixed,3000,0,1.7245914782148282,0.5489545171440973,-0.05965744534533584,-0.011754584109002096,0.09321569344585127,0.05067393631796251,0.0027710750816287693,0.08423218441847795,-0.027656067740180368,7.844970569351184e-05,1,1,0,1
pp_sensitivity,fixed,3000,1,1.7292330023960818,0.5504319601779515,-0.05968714923372413,-0.011694512480388204,0.09217289201611291,0.050703640206350806,0.0027110034530148774,0.08318938298873958,-0.011038692895728897,0.020217357254573604,1,1,0,1
pp_sensitivity,fixed,3000,2,1.7338745265773354,0.5519094032118056,-0.059716577852381665,-0.011635161924415504,0.09107666816507279,0.05073306882500834,0.0026516528970421775,0.08209315913769946,0.0027015518505847658,0.03746444985634939,1,1,1,1
pp_sensitivity,fixed,3000,3,1.738516050758589,0.5533868462456597,-0.059745727850625645,-0.011576551133717148,0.0900087793039553,0.05076221882325232,0.002593042106343821,0.08102527027658198,0.011481472823099012,0.04886416801144197,1,1,1,1
pp_sensitivity,fixed,3000,4,1.743157574939843,0.5548642892795139,-0.05977459569886978,-0.011518682480998941,0.08902553778177286,0.050791086671496455,0.0025351734536256144,0.08004202875439953,0.015571418266731987,0.05444026087635949,1,1,1,1
pp_sensitivity,fixed,3000,5,1.7477990991210965,0.5563417323133681,-0.059803178119036515,-0.011461541765903036,0.08813896080919416,0.05081966909166319,0.0024780327385297094,0.07915545178182083,0.016422714931972934,0.05585113012848607,1,1,1,1
pp_sensitivity,fixed,3000,6,1.7524406233023502,0.5578191753472223,-0.05983147177852364,-0.011405099994408382,0.08733702254616339,0.05084796275115031,0.0024215909670350557,0.07835351351879007,0.015344807253980311,0.054731760958522904,1,1,1,1
pp_sensitivity,fixed,3000,7,1.7570821474836038,0.5592966183810765,-0.059859472979456,-0.011349316785593675,0.0866013021766017,0.05087596395208267,0.0023658077582203486,0.07761779314922837,0.013147166126512788,0.05213025451016505,1,1,1,1
pp_sensitivity,fixed,3000,8,1.7617236716648574,0.5607740614149306,-0.05988717810218282,-0.011294144851697682,0.0859159257012373,0.05090366907480949,0.0023106358243243554,0.07693241667386397,0.010229715651555976,0.0485931040795089,1,1,1,1
pp_sensitivity,fixed,3000,9,1.766365195846111,0.5622515044487848,-0.05991458376997009,-0.011239534932880482,0.08527072933300142,0.05093107474259676,0.0022560259055071554,0.0762872203056281,0.006794312856227669,0.04439072368428233,1,1,1,1
pp_sensitivity,fixed,3000,10,1.7710067200273647,0.5637289474826389,-0.059941686345520474,-0.011185440583718897,0.08465869822267505,0.05095817731814715,0.002201931556345571,0.07567518919530172,0.0029104178406183373,0.03963772696454701,1,1,1,1
