policy,T,phi_scan_index,phi,phi_over_pi,w_loc3_ABB,w_loc5_ABB,primary_mask_from_scan,sensitivity_mask_from_scan
scaled,6000,36,1.732239282604372,0.5513888888888889,0.10529092542601094,0.12260714478689266,0,1
scaled,6000,37,1.7355117749518614,0.5524305555555555,0.09263613368398145,0.10619658676692076,1,1
scaled,6000,38,1.7387842672993508,0.5534722222222223,0.08368904615994144,0.09423687554344606,1,1
scaled,6000,39,1.7420567596468401,0.5545138888888889,0.07971380955957182,0.08866747956525099,1,1
scaled,6000,40,1.7453292519943295,0.5555555555555556,0.07911522634434633,0.08761181665482141,1,1
scaled,6000,41,1.748601744341819,0.5565972222222222,0.08019446193512991,0.0888415535440766,1,1
scaled,6000,42,1.7518742366893083,0.5576388888888889,0.08200457321794884,0.09108333570143158,1,1
scaled,6000,43,1.7551467290367977,0.5586805555555556,0.08419461109093529,0.09382600128616035,1,1
scaled,6000,44,1.758419221384287,0.5597222222222222,0.08661162920154315,0.09687634987245074,1,1
scaled,6000,45,1.7616917137317765,0.560763888888889,0.08923054022149456,0.10016263657487953,1,1
scaled,6000,46,1.7649642060792659,0.5618055555555556,0.09199516090230982,0.10362565873941804,1,1
scaled,6000,47,1.768236698426755,0.5628472222222222,0.09488515106494157,0.10722165342579469,1,1
scaled,6000,48,1.7715091907742444,0.5638888888888889,0.09788941316429844,0.1109481048243155,1,1
scaled,6000,49,1.7747816831217338,0.5649305555555555,0.10103359250551912,0.11481819043065349,0,1
scaled,6000,50,1.7780541754692232,0.5659722222222222,0.10434282416789258,0.1188825396121114,0,1
scaled,6000,51,1.7813266678167126,0.5670138888888889,0.10786057236063165,0.12318523744804404,0,1
scaled,6000,52,1.784599160164202,0.5680555555555555,0.11162305349873929,0.12775237983426038,0,1
scaled,6000,53,1.7878716525116913,0.5690972222222223,0.11559126369798045,0.13256675963252695,0,1
scaled,6000,54,1.7911441448591807,0.5701388888888889,0.11979967727773928,0.137619618282735,0,1
scaled,6000,55,1.79441663720667,0.5711805555555556,0.12421672016377155,0.14290814100860483,0,1
scaled,6000,56,1.7976891295541595,0.5722222222222223,0.12887552845001635,0.14845433180359593,0,1
scaled,6000,57,1.8009616219016489,0.5732638888888889,0.13381120768367807,0.15427540899136402,0,0
scaled,6000,58,1.8042341142491383,0.5743055555555556,0.1389502666486146,0.16032571713717472,0,0
scaled,6000,59,1.8075066065966277,0.5753472222222222,0.14431194808290534,0.1665695396810213,0,0
scaled,6000,60,1.810779098944117,0.576388888888889,0.14986980292433064,0.17302179373351367,0,0
scaled,6000,61,1.8140515912916064,0.5774305555555557,0.15571338742496,0.17976776208050663,0,0
scaled,6000,62,1.8173240836390956,0.5784722222222222,0.16188765909819752,0.18683159169630056,0,0
scaled,6000,63,1.820596575986585,0.5795138888888889,0.16832154177743697,0.1941398794811849,0,0
scaled,6000,64,1.8238690683340744,0.5805555555555556,0.17489643955140635,0.20157409718891464,0,0
scaled,6000,65,1.8271415606815637,0.5815972222222222,0.18169399614150952,0.20919046854409634,0,0
scaled,6000,66,1.8304140530290531,0.5826388888888889,0.18872920861950604,0.21704157593361317,0,0
scaled,6000,67,1.8336865453765425,0.5836805555555555,0.1959964145091999,0.2250933634412552,0,0
scaled,6000,68,1.836959037724032,0.5847222222222223,0.20345759632076837,0.23329634007915603,0,0
scaled,6000,69,1.8402315300715213,0.585763888888889,0.21115338280856877,0.24167979045988808,0,0
scaled,6000,70,1.8435040224190107,0.5868055555555556,0.2189258887889427,0.25012690622855654,0,0
scaled,6000,71,1.8467765147665,0.5878472222222223,0.2267889901343442,0.258613434608821,0,0
scaled,6000,72,1.8500490071139895,0.5888888888888889,0.23488666258538968,0.2672905792745315,0,0
scaled,6000,73,1.8533214994614788,0.5899305555555556,0.24315225974672738,0.276063131121573,0,0
scaled,6000,74,1.856593991808968,0.5909722222222222,0.25136159334619845,0.2847478111001505,0,0
scaled,6000,75,1.8598664841564574,0.5920138888888888,0.2596259474293985,0.2934670624093165,0,0
scaled,6000,76,1.8631389765039468,0.5930555555555556,0.268022510564681,0.30222808121204603,0,0
scaled,6000,77,1.8664114688514362,0.5940972222222223,0.2764636708413101,0.31099739640230334,0,0
scaled,6000,78,1.8696839611989255,0.5951388888888889,0.2849415345369914,0.3197341129481745,0,0
scaled,6000,79,1.872956453546415,0.5961805555555556,0.2931562287129748,0.32823474699586963,0,0
scaled,6000,80,1.8762289458939043,0.5972222222222222,0.30157732507224155,0.33689797755542944,0,0
