policy,T,phi_scan_index,phi,phi_over_pi,w_loc3_ABB,w_loc5_ABB,primary_mask_from_scan,sensitivity_mask_from_scan
scaled,6000,12,1.6536994662646272,0.5263888888888889,0.2863440370627007,0.31231764395209305,0,0
scaled,6000,13,1.6569719586121165,0.5274305555555555,0.28189483379129365,0.308242638683363,0,0
scaled,6000,14,1.660244450959606,0.5284722222222222,0.27728554493938234,0.3040086868294679,0,0
scaled,6000,15,1.6635169433070953,0.5295138888888888,0.27247752167610145,0.2995676877337638,0,0
scaled,6000,16,1.6667894356545847,0.5305555555555556,0.26750223017861474,0.29494275119306473,0,0
scaled,6000,17,1.670061928002074,0.5315972222222223,0.26229291186151416,0.29006969971518054,0,0
scaled,6000,18,1.6733344203495635,0.5326388888888889,0.2569029894817177,0.2850048795729116,0,0
scaled,6000,19,1.6766069126970529,0.5336805555555556,0.2512262137265223,0.2796504612306862,0,0
scaled,6000,20,1.679879405044542,0.5347222222222222,0.24529541866965077,0.2740286939490357,0,0
scaled,6000,21,1.6831518973920314,0.5357638888888888,0.23914290574519367,0.26815026966133293,0,0
scaled,6000,22,1.6864243897395208,0.5368055555555555,0.2326609937613303,0.2618810835684089,0,0
scaled,6000,23,1.6896968820870102,0.5378472222222223,0.2259955311854504,0.2553754981190862,0,0
scaled,6000,24,1.6929693744344996,0.5388888888888889,0.21891946579660418,0.24841607618224112,0,0
scaled,6000,25,1.696241866781989,0.5399305555555556,0.21151644906102085,0.24107460549868695,0,0
scaled,6000,26,1.6995143591294783,0.5409722222222222,0.20385662443571448,0.23338039064131685,0,0
scaled,6000,27,1.7027868514769677,0.5420138888888889,0.1956297413548272,0.22498770625515643,0,0
scaled,6000,28,1.7060593438244571,0.5430555555555555,0.1872879182696396,0.21637474449523325,0,0
scaled,6000,29,1.7093318361719465,0.5440972222222222,0.17831099254877125,0.20692465860318374,0,0
scaled,6000,30,1.712604328519436,0.545138888888889,0.16895927629350774,0.19688746607068283,0,0
scaled,6000,31,1.7158768208669253,0.5461805555555556,0.15921300657998336,0.18626249408464274,0,0
scaled,6000,32,1.7191493132144147,0.5472222222222223,0.14927074383007616,0.17517104879707757,0,0
scaled,6000,33,1.722421805561904,0.5482638888888889,0.1380044370825111,0.16217506650365637,0,0
scaled,6000,34,1.7256942979093934,0.5493055555555556,0.12718769655457127,0.14949749398385342,0,1
scaled,6000,35,1.7289667902568826,0.5503472222222222,0.11732956979198098,0.13766555884475956,0,1
