phi_index,phi,phi_over_pi,policy,T,T0,T1,v_fit_A,v_fit_B,v_fit_ABB,deltaP_late_mean_ABB,w_loc3_ABB,w_loc5_ABB,P0bar_ABB,stable_A,stable_B,stable_ABB,strict_raw,drift_raw,strict_stage3,drift_stage3,pp_primary,pp_sensitivity,mismatch_sign,mismatch_eligible,adv_v
25,2.1816615649929116,0.6944444444444444,scaled,6000,4000,5000,-0.0604125002202623,-0.007968850555847841,0.08436596129199185,0.5746502003381011,0.6728764624260659,0.6932398225106808,0.1863469786042111,1,1,1,1,1,0,0,0,0,0,1,0.09233481184783969
26,2.2689280275926285,0.7222222222222222,fixed,3000,200,250,-0.05970987732470164,-0.007563634744580456,0.07533048048664852,0.5643119008819316,0.7080034002920194,0.7274029821042662,0.2015964297317178,1,1,1,1,1,0,0,0,0,0,1,0.08289411523122897
26,2.2689280275926285,0.7222222222222222,fixed,6000,200,250,-0.05971010211979248,-0.0075652226010908055,0.07532963305324483,0.5641380926889755,0.7080125845334311,0.7273944188148868,0.20160304271529733,1,1,1,1,1,0,0,0,0,0,1,0.08289485565433563
26,2.2689280275926285,0.7222222222222222,scaled,3000,2000,2500,-0.059709655505865905,-0.007563751887251993,0.07534215741954865,0.5642446972642079,0.707986430923454,0.7273824765778322,0.20176862112617308,1,1,1,1,1,0,0,0,0,0,1,0.08290590930680064
26,2.2689280275926285,0.7222222222222222,scaled,6000,4000,5000,-0.05971031924188152,-0.007564346157767332,0.0753290417656511,0.5639840777390827,0.7080081922408024,0.7273852014928017,0.20166470269700468,1,1,1,1,1,0,0,0,0,0,1,0.08289338792341842
27,2.356194490192345,0.75,fixed,3000,200,250,-0.058815608111619656,-0.0072231621322642325,0.06271795671004565,0.5430150021431722,0.7327849248712077,0.7525346028533679,0.21202128724440586,1,1,1,1,1,0,0,0,0,0,1,0.06994111884230989
27,2.356194490192345,0.75,fixed,6000,200,250,-0.058815661089120536,-0.007223037661853172,0.06271899839616812,0.5431775430694324,0.7327780777283465,0.7525262365527857,0.21191627266748844,1,1,1,1,1,0,0,0,0,0,1,0.0699420360580213
27,2.356194490192345,0.75,scaled,3000,2000,2500,-0.05881542989660236,-0.007236435958993896,0.06270922538093024,0.5428150361328705,0.7327619543525135,0.7525207429887274,0.21220726981475208,1,1,1,1,1,0,0,0,0,0,1,0.06994566133992414
27,2.356194490192345,0.75,scaled,6000,4000,5000,-0.058815700335770375,-0.007222327944769204,0.0627200960739133,0.5428022479171346,0.7328214458316128,0.7525225559520641,0.21207167992789114,1,1,1,1,1,0,0,0,0,0,1,0.0699424240186825
28,2.443460952792061,0.7777777777777778,fixed,3000,200,250,-0.05784766938009362,-0.006934247769576804,0.048354829429530205,0.5189923186892337,0.7488772613313599,0.770154130768349,0.21772511168082592,1,0,1,1,1,0,0,0,0,0,1,0.05528907719910701
28,2.443460952792061,0.7777777777777778,fixed,6000,200,250,-0.057847672153966696,-0.006935102335042687,0.048355057421071025,0.5189928615559218,0.7488745659848913,0.770146734330188,0.21767802332704708,1,0,1,1,1,0,0,0,0,0,1,0.05529015975611371
28,2.443460952792061,0.7777777777777778,scaled,3000,2000,2500,-0.05784748617471835,-0.00693214063017277,0.04836136381797786,0.518635427771718,0.7488589702265406,0.7701447294995615,0.21812246300671492,1,1,1,1,1,0,0,0,0,0,1,0.05529350444815063
28,2.443460952792061,0.7777777777777778,scaled,6000,4000,5000,-0.057847959032568584,-0.006938382621399437,0.04835344341632396,0.5193093997090341,0.7488179423469631,0.7701352042736862,0.2175810366890289,1,1,1,1,1,0,0,0,0,0,1,0.055291826037723396
29,2.5307274153917776,0.8055555555555555,fixed,3000,200,250,-0.05688929136228096,-0.0066920861183895316,0.03384555402755626,0.49525514970071577,0.7560199409572328,0.7800383876011638,0.21922471045694855,1,0,1,1,1,0,0,0,0,0,1,0.0405376401459458
29,2.5307274153917776,0.8055555555555555,fixed,6000,200,250,-0.05688935707119031,-0.006693694582194345,0.033846925051289035,0.4954528958337222,0.7560162058244942,0.7800397562714486,0.21909087487971407,1,0,1,1,1,0,0,0,0,0,1,0.04054061963348338
29,2.5307274153917776,0.8055555555555555,scaled,3000,2000,2500,-0.056890253564530605,-0.0066776916839413406,0.03383503617150039,0.4950778011001429,0.7560332000829658,0.7800525117951768,0.21945463040858837,1,1,1,1,1,0,0,0,0,0,1,0.04051272785544173
29,2.5307274153917776,0.8055555555555555,scaled,6000,4000,5000,-0.05688934071206844,-0.006690355046266553,0.03384784530046959,0.4951239540784106,0.7560747811833997,0.7800450881703571,0.21923843499185436,1,1,1,1,1,0,0,0,0,0,1,0.04053820034673614
30,2.6179938779914944,0.8333333333333334,fixed,3000,200,250,-0.055996090684223385,-0.006493465913999295,0.020665719687675187,0.47549322604077937,0.7506123610429607,0.7788538987685815,0.21575615140305685,1,0,1,1,1,0,0,0,0,0,1,0.027159185601674483
30,2.6179938779914944,0.8333333333333334,fixed,6000,200,250,-0.05599618903633862,-0.006494602989324639,0.020666178435055815,0.47559168239645927,0.7505693163836498,0.7788216594898633,0.2156590048456052,1,0,1,1,1,0,0,0,0,0,1,0.027160781424380453
30,2.6179938779914944,0.8333333333333334,scaled,3000,2000,2500,-0.055996129844249155,-0.006488153643304647,0.020653644369555427,0.4754106388277656,0.7505579446133164,0.7787935226498417,0.21591099541214157,1,1,1,1,1,0,0,0,0,0,1,0.027141798012860076
30,2.6179938779914944,0.8333333333333334,scaled,6000,4000,5000,-0.05599616893496601,-0.006495988804820599,0.020661324918556417,0.4756524600463754,0.7505315633833275,0.7787906850990023,0.21561046086049326,1,1,1,1,1,0,0,0,0,0,1,0.027157313723377017
31,2.705260340591211,0.8611111111111112,fixed,3000,200,250,-0.05520419506301574,-0.0063322360242470885,0.010785060179174969,0.46291687897828543,0.7162975522195472,0.7499331605762843,0.20486363748700778,1,0,0,1,1,0,0,0,0,0,1,0.017117296203422058
31,2.705260340591211,0.8611111111111112,fixed,6000,200,250,-0.055204229037370316,-0.006332178081349969,0.010789497176736646,0.46268370212832954,0.7163777962260499,0.7499649032014531,0.20487493276635468,1,0,0,1,1,0,0,0,0,0,1,0.017121675258086617
31,2.705260340591211,0.8611111111111112,scaled,3000,2000,2500,-0.05520448869512969,-0.006340018385507527,0.010804036910901307,0.46312763524803785,0.716364048836947,0.7500791157319506,0.2049730959733096,1,1,1,1,1,0,0,0,0,0,1,0.017144055296408833
31,2.705260340591211,0.8611111111111112,scaled,6000,4000,5000,-0.05520419631837048,-0.0063348038946910885,0.01079213898111537,0.46279910494204407,0.7164092954490328,0.7499849300723676,0.20481603353408442,1,1,1,1,1,0,0,0,0,0,1,0.017126942875806458
32,2.792526803190927,0.8888888888888888,fixed,3000,200,250,-0.054536091888044085,-0.00620385426715587,0.012847117177132529,0.4673809467606499,0.5623273593881273,0.5805992051407473,0.17331810895060676,1,0,1,1,1,0,0,0,0,0,1,0.019050971444288398
32,2.792526803190927,0.8888888888888888,fixed,6000,200,250,-0.0545360610614646,-0.006203278300215408,0.01267438874383069,0.4680891752939303,0.5586114223116097,0.575790650814175,0.17274439724003152,1,0,1,1,1,0,0,0,0,0,1,0.018877667044046097
32,2.792526803190927,0.8888888888888888,scaled,3000,2000,2500,-0.05453590385425292,-0.006217304220085872,0.012689989855419118,0.4688715689225967,0.5562773241645427,0.5728408562052204,0.17238887635446024,1,1,1,1,1,0,0,0,0,0,1,0.01890729407550499
32,2.792526803190927,0.8888888888888888,scaled,6000,4000,5000,-0.05453570865779147,-0.006202527749688285,0.012530222550856345,0.46865624379462756,0.5550481705202683,0.5711629731995271,0.17231411758074097,1,1,1,1,1,0,0,0,0,0,1,0.01873275030054463
33,2.8797932657906435,0.9166666666666666,fixed,3000,200,250,-0.054006123561897795,-0.006105984016635278,0.025730719320717996,0.4553281317962805,0.5065751301499547,0.5194168841301435,0.1527249840585247,1,0,1,1,1,0,0,0,0,0,1,0.03183670333735328
33,2.8797932657906435,0.9166666666666666,fixed,6000,200,250,-0.05400611206839223,-0.0061059690157278905,0.02573509649893832,0.4552861121777799,0.5065232714694754,0.5193044854548944,0.15269654613670455,1,0,1,1,1,0,0,0,0,0,1,0.031841065514666214
33,2.8797932657906435,0.9166666666666666,scaled,3000,2000,2500,-0.05400614879119493,-0.006118858292052979,0.025737367440476267,0.4552820834498195,0.5064651093792273,0.5192004594923963,0.1528249751169527,1,1,1,1,1,0,0,0,0,0,1,0.03185622573252925
33,2.8797932657906435,0.9166666666666666,scaled,6000,4000,5000,-0.054005937814668045,-0.006104903879133997,0.025736824045519253,0.4552091151619468,0.5064739829258581,0.5191992114816028,0.15272948244183324,1,1,1,1,1,0,0,0,0,0,1,0.03184172792465325
34,2.96705972839036,0.9444444444444444,fixed,3000,200,250,-0.05362292486098419,-0.006037201912826428,0.036146562745740116,0.43061593320236574,0.46388936164865047,0.477747820804527,0.13173455930910932,1,0,1,1,1,0,0,0,0,0,1,0.04218376465856655
34,2.96705972839036,0.9444444444444444,fixed,6000,200,250,-0.053622875109369805,-0.006037842170015291,0.03614902526178169,0.4306045227247707,0.4638447806720055,0.4776352967673438,0.13171157722072527,1,0,1,1,1,0,0,0,0,0,1,0.042186867431796976
34,2.96705972839036,0.9444444444444444,scaled,3000,2000,2500,-0.0536241832446466,-0.00604745845456951,0.03614979180432342,0.4307118139789392,0.4637938418510923,0.4775300496912539,0.13181912611829533,1,1,1,1,1,0,0,0,0,0,1,0.042197250258892934
34,2.96705972839036,0.9444444444444444,scaled,6000,4000,5000,-0.05362297366814911,-0.006037472339805458,0.03614992821590828,0.43059837112496185,0.4638024420525927,0.47753001273524265,0.1317393659629953,1,1,1,1,1,0,0,0,0,0,1,0.04218740055571374
35,3.0543261909900767,0.9722222222222222,fixed,3000,200,250,-0.05339126784776012,-0.005996422000745282,0.04343528557792037,0.3870625631478926,0.41427165521069553,0.42906816124376745,0.10878876324174483,1,0,1,1,1,0,0,0,0,0,1,0.04943170757866565
35,3.0543261909900767,0.9722222222222222,fixed,6000,200,250,-0.05339129941094442,-0.0059974151784143665,0.04343714790695547,0.3870435386141984,0.4142139300332689,0.4289468170490918,0.10876505664862965,1,0,1,1,1,0,0,0,0,0,1,0.04943456308536984
35,3.0543261909900767,0.9722222222222222,scaled,3000,2000,2500,-0.05339082275882069,-0.006004548145917457,0.043437249976439156,0.38696546095633105,0.41414921707157487,0.42883317468930343,0.10884860191443889,1,1,1,1,1,0,0,0,0,0,1,0.04944179812235661
35,3.0543261909900767,0.9722222222222222,scaled,6000,4000,5000,-0.053391220846913015,-0.005997332536601297,0.04343769923895862,0.38692012145315813,0.41415798593010417,0.4288332949495301,0.10878022701491412,1,1,1,1,1,0,0,0,0,0,1,0.04943503177555992
36,3.141592653589793,1.0,fixed,3000,200,250,-0.05331375037700991,-0.005982914702345389,0.04819390006359086,0.34776498179636584,0.3604363684066567,0.37580561362782217,0.08612629120997721,1,0,1,1,1,0,0,0,0,0,1,0.05417681476593625
36,3.141592653589793,1.0,fixed,6000,200,250,-0.053313819516211856,-0.005984007494966515,0.048194315456375,0.3477874302882139,0.3604323812057911,0.3757957439282085,0.0861092634552925,1,0,1,1,1,0,0,0,0,0,1,0.05417832295134152
36,3.141592653589793,1.0,scaled,3000,2000,2500,-0.05331400918563674,-0.005990275821277236,0.048193033441738836,0.3477615690935026,0.36041723475275794,0.37578617240625,0.08617930241829214,1,1,1,1,1,0,0,0,0,0,1,0.05418330926301607
36,3.141592653589793,1.0,scaled,6000,4000,5000,-0.05331373500707507,-0.005983963412771706,0.048194104909929925,0.347788516266977,0.36042674721721785,0.37578625982192815,0.08612281024023395,1,1,1,1,1,0,0,0,0,0,1,0.05417806832270163
37,3.2288591161895095,1.0277777777777777,fixed,3000,200,250,-0.05339126784776054,-0.005996422000745251,0.04947809282613777,0.29863076106477343,0.30669764557365115,0.32235646635181886,0.06606653680091767,1,0,1,1,1,0,0,0,0,0,1,0.05547451482688302
37,3.2288591161895095,1.0277777777777777,fixed,6000,200,250,-0.053391299410944934,-0.005997415178414338,0.04947786238310258,0.2986417487918779,0.30667771791837073,0.32230964427978254,0.06605418409001079,1,0,1,1,1,0,0,0,0,0,1,0.05547527756151692
37,3.2288591161895095,1.0277777777777777,scaled,3000,2000,2500,-0.053390822758821746,-0.006004548145917422,0.04947710048815619,0.29858969175729094,0.3066476910314941,0.32226555937548096,0.06611215822865402,1,1,1,1,1,0,0,0,0,0,1,0.055481648634073615
37,3.2288591161895095,1.0277777777777777,scaled,6000,4000,5000,-0.05339122084691342,-0.005997332536601262,0.049477709696440435,0.2985485224184687,0.3066575279442144,0.3222656722031883,0.06606623057195907,1,1,1,1,1,0,0,0,0,0,1,0.0554750422330417
38,3.316125578789226,1.0555555555555556,fixed,3000,200,250,-0.053622924860984314,-0.006037201912826434,0.044405848175095,0.22695497356800667,0.2570299293937046,0.2724411981084188,0.05015356233200081,1,0,1,1,1,0,0,0,0,0,1,0.05044305008792143
38,3.316125578789226,1.0555555555555556,fixed,6000,200,250,-0.05362287510936979,-0.006037842170015296,0.0444050498008396,0.22695344905642736,0.25701354054036496,0.27239875510426304,0.05014123437987843,1,0,1,1,1,0,0,0,0,0,1,0.05044289197085489
38,3.316125578789226,1.0555555555555556,scaled,3000,2000,2500,-0.053624183244646524,-0.006047458454569522,0.04440464509463465,0.22713327025236643,0.2569852877289692,0.2723583381211061,0.05018250368671752,1,1,1,1,1,0,0,0,0,0,1,0.050452103549204166
38,3.316125578789226,1.0555555555555556,scaled,6000,4000,5000,-0.05362297366814933,-0.006037472339805452,0.04440479925449319,0.22700734505517972,0.25699483537339546,0.272358742987054,0.05014482520351126,1,1,1,1,1,0,0,0,0,0,1,0.05044227159429864
39,3.4033920413889427,1.0833333333333335,fixed,3000,200,250,-0.05400612356189838,-0.0061059840166352835,0.031626661263403244,0.13789448173667987,0.21447295702453448,0.2292161765707337,0.038744292866798896,1,0,1,1,1,0,0,0,0,0,1,0.03773264528003853
39,3.4033920413889427,1.0833333333333335,fixed,6000,200,250,-0.05400611206839258,-0.006105969015727914,0.03162526548254226,0.13784781385212644,0.2144506985480176,0.22917089994798176,0.038735666231484854,1,0,1,1,1,0,0,0,0,0,1,0.03773123449827018
39,3.4033920413889427,1.0833333333333335,scaled,3000,2000,2500,-0.05400614879119518,-0.006118858292052975,0.03162676285253705,0.1378526055645743,0.21442102940173716,0.2291289163101212,0.038760981705017676,1,1,1,1,1,0,0,0,0,0,1,0.03774562114459003
39,3.4033920413889427,1.0833333333333335,scaled,6000,4000,5000,-0.05400593781466792,-0.00610490387913403,0.03162441235206987,0.13781815525385827,0.2144266240995467,0.22912821563326743,0.03873753868732298,1,1,1,1,1,0,0,0,0,0,1,0.0377293162312039
40,3.490658503988659,1.1111111111111112,fixed,3000,200,250,-0.0545360918880434,-0.006203854267155883,0.012232773439105882,0.036346919568267584,0.18921210770089722,0.20571216384955918,0.032576963916968,1,0,1,1,1,0,0,0,0,0,0,0.018436627706261765
40,3.490658503988659,1.1111111111111112,fixed,6000,200,250,-0.054536061061464136,-0.006203278300215411,0.01230665155539122,0.03603583317796664,0.18765209012036707,0.20368563804905576,0.032343119055911716,1,0,1,1,1,0,0,0,0,0,0,0.01850992985560663
40,3.490658503988659,1.1111111111111112,scaled,3000,2000,2500,-0.054535903854252755,-0.006217304220085885,0.012298741891060071,0.03598728517393109,0.186676594598613,0.2024454617566379,0.03220281327973656,1,1,1,1,1,0,0,0,0,0,0,0.018516046111145955
40,3.490658503988659,1.1111111111111112,scaled,6000,4000,5000,-0.054535708657791226,-0.006202527749688291,0.01236812862475718,0.03580822548357691,0.1861520385487104,0.20173518101245283,0.0321347345220152,1,1,1,1,1,0,0,0,0,0,0,0.018570656374445473
41,3.5779249665883754,1.1388888888888888,fixed,3000,200,250,-0.055204195063015236,-0.006332236024247089,-0.01758633527400609,-0.0659045168240199,0.2292414707663882,0.2533062071355057,0.03765174351082696,1,0,1,1,0,0,0,0,0,0,0,-0.011254099249759002
41,3.5779249665883754,1.1388888888888888,fixed,6000,200,250,-0.05520422903736989,-0.006332178081350003,-0.017588899056507432,-0.0658635706380402,0.22926047077269168,0.2533167967705608,0.03766375922099935,1,0,1,1,0,0,0,0,0,0,0,-0.011256720975157428
41,3.5779249665883754,1.1388888888888888,scaled,3000,2000,2500,-0.055204488695129734,-0.006340018385507525,-0.01759209243213841,-0.06595007589626245,0.2292904233814316,0.25337537547257977,0.03766107646132056,1,1,1,1,0,0,0,0,0,0,0,-0.011252074046630884
41,3.5779249665883754,1.1388888888888888,scaled,6000,4000,5000,-0.0552041963183701,-0.0063348038946911735,-0.017590207778271826,-0.06584783957096785,0.22926241785392498,0.25332582477200694,0.03763864899332685,1,1,1,1,0,0,0,0,0,0,0,-0.011255403883580652
42,3.665191429188092,1.1666666666666665,fixed,3000,200,250,-0.05599609068422287,-0.006493465913999297,-0.05760587813917098,-0.18460499671761804,0.23480189495947398,0.2571718292638369,0.03872093128807124,1,0,1,1,0,0,0,0,0,0,1,-0.05111241222517168
42,3.665191429188092,1.1666666666666665,fixed,6000,200,250,-0.05599618903633828,-0.006494602989324636,-0.05760592241180155,-0.18458205206736034,0.23477217407178835,0.25714500644654853,0.03870571147242321,1,0,1,1,0,0,0,0,0,0,1,-0.05111131942247691
42,3.665191429188092,1.1666666666666665,scaled,3000,2000,2500,-0.05599612984424861,-0.006488153643304669,-0.05760149270909342,-0.18471000327247,0.23475074901239076,0.2571203174179156,0.038745740817329226,1,1,1,1,0,0,0,0,0,0,1,-0.05111333906578875
42,3.665191429188092,1.1666666666666665,scaled,6000,4000,5000,-0.055996168934966666,-0.006495988804820569,-0.057605144870767205,-0.18446142983844913,0.23473466833649906,0.2571184584102394,0.03866853333024388,1,1,1,1,0,0,0,0,0,0,1,-0.05110915606594664
43,3.752457891787808,1.1944444444444444,fixed,3000,200,250,-0.05688929136228159,-0.0066920861183895316,-0.10026157444799226,-0.305852901746006,0.23851214098958773,0.2592230947180806,0.040216462872987566,1,0,1,1,0,0,0,0,0,0,1,-0.09356948832960273
43,3.752457891787808,1.1944444444444444,fixed,6000,200,250,-0.05688935707119078,-0.0066936945821943535,-0.10026216997105285,-0.30598170640493916,0.23851730983385575,0.25922455945400297,0.04018878439662732,1,0,1,1,0,0,0,0,0,0,1,-0.0935684753888585
43,3.752457891787808,1.1944444444444444,scaled,3000,2000,2500,-0.05689025356453117,-0.006677691683941355,-0.10025911583431547,-0.30563368695275167,0.23850938769571844,0.25922521726464176,0.040257373441989715,1,1,1,1,0,0,0,0,0,0,1,-0.09358142415037411
43,3.752457891787808,1.1944444444444444,scaled,6000,4000,5000,-0.05688934071206784,-0.0066903550462665716,-0.1002625230418988,-0.3059578077302959,0.23853598128001569,0.25922578081243897,0.04022975757551576,1,1,1,1,0,0,0,0,0,0,1,-0.09357216799563223
44,3.839724354387525,1.2222222222222223,fixed,3000,200,250,-0.05784766938009352,-0.006934247769576797,-0.13976039619182978,-0.41946724406981667,0.2462919811506294,0.2657753852740217,0.042837695051609975,1,0,1,1,0,0,0,0,0,0,1,-0.132826148422253
44,3.839724354387525,1.2222222222222223,fixed,6000,200,250,-0.05784767215396596,-0.006935102335042681,-0.13976018205918642,-0.41942231498567745,0.24628114562089587,0.2657621909674989,0.04281535414392488,1,0,1,1,0,0,0,0,0,0,1,-0.13282507972414373
44,3.839724354387525,1.2222222222222223,scaled,3000,2000,2500,-0.05784748617471736,-0.0069321406301727576,-0.1397646406212643,-0.4193957101123301,0.24627745701116696,0.265754057911586,0.04292710775368214,1,1,1,1,0,0,0,0,0,0,1,-0.13283249999109156
44,3.839724354387525,1.2222222222222223,scaled,6000,4000,5000,-0.05784795903256709,-0.0069383826213994595,-0.13975998840363732,-0.4194771401905339,0.24625536440894197,0.265749064252344,0.04276553106358056,1,1,1,1,0,0,0,0,0,0,1,-0.13282160578223787
45,3.9269908169872414,1.25,fixed,3000,200,250,-0.05881560811161968,-0.007223162132264236,-0.17001097333365997,-0.5129037526298027,0.2592103381357336,0.27787758291711906,0.04673875059955041,1,1,1,1,0,0,0,0,0,0,1,-0.16278781120139574
45,3.9269908169872414,1.25,fixed,6000,200,250,-0.058815661089120425,-0.007223037661853171,-0.17001192649672453,-0.5130246882594574,0.259191079605946,0.277853749937317,0.04670259856880227,1,1,1,1,0,0,0,0,0,0,1,-0.16278888883487136
45,3.9269908169872414,1.25,scaled,3000,2000,2500,-0.05881542989660249,-0.007236435958993884,-0.1700087064710363,-0.5125973852607187,0.25914737956647843,0.27783096496866977,0.046763985536876856,1,1,1,1,0,0,0,0,0,0,1,-0.1627722705120424
45,3.9269908169872414,1.25,scaled,6000,4000,5000,-0.058815700335770355,-0.007222327944769206,-0.17001245991658714,-0.5128593936593471,0.2591776737020105,0.27783067058093014,0.0467266506306585,1,1,1,1,0,0,0,0,0,0,1,-0.16279013197181794
46,4.014257279586958,1.2777777777777777,fixed,3000,200,250,-0.059709877324702315,-0.007563634744580429,-0.1849995550896066,-0.5731798686034152,0.2773488554911149,0.29556790453209775,0.051869078784414234,1,1,1,1,0,0,0,0,0,0,1,-0.17743592034502617
46,4.014257279586958,1.2777777777777777,fixed,6000,200,250,-0.059710102119792975,-0.0075652226010907925,-0.18499972154615948,-0.5731104985940977,0.27731658886582305,0.2955233891670064,0.051868758622585935,1,1,1,1,0,0,0,0,0,0,1,-0.17743449894506869
46,4.014257279586958,1.2777777777777777,scaled,3000,2000,2500,-0.059709655505866224,-0.007563751887251944,-0.18500815791903297,-0.5731405239396303,0.2772725312282264,0.2954796105479003,0.05191603769334308,1,1,1,1,0,0,0,0,0,0,1,-0.17744440603178102
46,4.014257279586958,1.2777777777777777,scaled,6000,4000,5000,-0.05971031924188185,-0.007564346157767343,-0.1849999753549614,-0.5730585933770791,0.2772823206673965,0.2954820415450255,0.051893407889183084,1,1,1,1,0,0,0,0,0,0,1,-0.17743562919719405
47,4.101523742186674,1.3055555555555556,fixed,3000,200,250,-0.06041099878718906,-0.00797113287559843,-0.17968445255272725,-0.5838244586280055,0.3000565830442463,0.31815664741811045,0.0583838760666188,1,1,1,1,0,0,0,0,0,0,1,-0.17171331967712883
47,4.101523742186674,1.3055555555555556,fixed,6000,200,250,-0.060411798069056645,-0.007971022848260843,-0.1796853025520144,-0.5838580475928433,0.3000229549047364,0.3181068606419316,0.05834841090953126,1,1,1,1,0,0,0,0,0,0,1,-0.17171427970375355
47,4.101523742186674,1.3055555555555556,scaled,3000,2000,2500,-0.06041101068622736,-0.007970464323127587,-0.17968404474692393,-0.583543800930631,0.2999507618680307,0.3180724047336386,0.058411190786816815,1,1,1,1,0,0,0,0,0,0,1,-0.17171358042379634
47,4.101523742186674,1.3055555555555556,scaled,6000,4000,5000,-0.06041250022026275,-0.007968850555847869,-0.17968450527997443,-0.5836045612327747,0.2999925118247565,0.318062323633321,0.0584033689609599,1,1,1,1,0,0,0,0,0,0,1,-0.17171565472412656
48,4.1887902047863905,1.3333333333333333,fixed,3000,200,250,-0.060779236360525464,-0.008450062290081078,-0.15149716616766257,-0.5285462665818299,0.3255725974442,0.34378492870772903,0.06596010200872789,1,1,1,1,0,0,0,0,0,0,1,-0.1430471038775815
48,4.1887902047863905,1.3333333333333333,fixed,6000,200,250,-0.06077924484722386,-0.008451477806223705,-0.15149604941251787,-0.5285022918335258,0.3255545880260672,0.3437709496292715,0.06589912066277874,1,1,1,1,0,0,0,0,0,0,1,-0.14304457160629416
48,4.1887902047863905,1.3333333333333333,scaled,3000,2000,2500,-0.06077922686864986,-0.008445404951921587,-0.1514906348164254,-0.5291698828244357,0.32560690610754534,0.34377180425623666,0.06601318261095984,1,1,1,1,0,0,0,0,0,0,1,-0.14304522986450383
48,4.1887902047863905,1.3333333333333333,scaled,6000,4000,5000,-0.06077924302553018,-0.00845268345824372,-0.15149617379732058,-0.5285477327802667,0.3255254306926051,0.3437624849484129,0.06581711247771604,1,1,1,1,0,0,0,0,0,0,1,-0.14304349033907687
49,4.276056667386107,1.361111111111111,fixed,3000,200,250,-0.060814004401941686,-0.00902207573328408,-0.10290471978822317,-0.3908273678433825,0.34892602738800393,0.36719892652355646,0.0736922068858653,1,1,1,1,0,1,0,0,0,0,1,-0.0938826440549391
49,4.276056667386107,1.361111111111111,fixed,6000,200,250,-0.060813939298041075,-0.009021399851618655,-0.1028938964894067,-0.3908388442967655,0.3490573942562991,0.3673514709358256,0.07370742097290044,1,1,1,1,0,1,0,0,0,0,1,-0.09387249663778804
49,4.276056667386107,1.361111111111111,scaled,3000,2000,2500,-0.06081393004076898,-0.009035446485706514,-0.1029038371056778,-0.3924184615117204,0.3491497835392384,0.3673621477966127,0.07391755290037896,1,1,1,1,0,1,0,0,0,0,1,-0.09386839061997128
49,4.276056667386107,1.361111111111111,scaled,6000,4000,5000,-0.06081390482863244,-0.009020864662016046,-0.10289431829104802,-0.39120429478752494,0.34915476526500877,0.3674774226411807,0.07375007933514283,1,1,1,1,0,1,0,0,0,0,1,-0.09387345362903197
50,4.363323129985823,1.3888888888888888,fixed,3000,200,250,-0.06062515488877527,-0.009699410085044241,-0.045779386536744564,-0.17394123077687268,0.35650074093372874,0.371769972849247,0.07994459756067225,1,1,1,1,0,1,0,0,0,0,1,-0.03607997645170032
50,4.363323129985823,1.3888888888888888,fixed,6000,200,250,-0.06062510608953955,-0.009700609508230538,-0.045842203888430764,-0.17433150100017572,0.35646270702522487,0.37170972753775433,0.07993417011333383,1,1,1,1,0,1,0,0,0,0,1,-0.036141594380200225
50,4.363323129985823,1.3888888888888888,scaled,3000,2000,2500,-0.06062509627667875,-0.009689564468444732,-0.04578694630772871,-0.1743237633840902,0.3558888422268622,0.3708284264078714,0.07995741114656513,1,1,1,1,0,1,0,0,0,0,1,-0.03609738183928398
50,4.363323129985823,1.3888888888888888,scaled,6000,4000,5000,-0.060625082101379776,-0.00970241641141313,-0.04588357235885865,-0.17429368555261604,0.35650285422148004,0.37183805854751,0.07989602862007691,1,1,1,1,0,1,0,0,0,0,1,-0.03618115594744552
51,4.4505895925855405,1.4166666666666667,fixed,3000,200,250,-0.060270786280726914,-0.010511708417048418,-0.004504664007850966,0.02204700457145483,0.35941286359385466,0.37044822404591726,0.0871539938708621,1,1,1,1,0,1,0,0,0,0,0,0.006007044409197452
51,4.4505895925855405,1.4166666666666667,fixed,6000,200,250,-0.060270748913190925,-0.010512734062276284,-0.004492279754058056,0.022016018067284975,0.35924097252533066,0.37013893422050237,0.0871187657771991,1,1,1,1,0,1,0,0,0,0,0,0.0060204543082182285
51,4.4505895925855405,1.4166666666666667,scaled,3000,2000,2500,-0.06027074113990794,-0.01050986621231629,-0.004511367264120613,0.022031782488034786,0.3590794122020268,0.36985947374880146,0.08713720241081224,1,1,1,1,0,1,0,0,0,0,0,0.005998498948195676
51,4.4505895925855405,1.4166666666666667,scaled,6000,4000,5000,-0.06027073134841275,-0.010512124238750567,-0.004489739601944859,0.021963569693736678,0.3590811337347363,0.36985117774213494,0.08711121513885534,1,1,1,1,0,1,0,0,0,0,0,0.006022384636805708
52,4.537856055185257,1.4444444444444444,fixed,3000,200,250,-0.05978800466371065,-0.011491858314938288,0.011764482735733104,0.03904606532289104,0.39552654065540516,0.40793716040394506,0.10319656181846494,1,1,1,1,1,1,1,0,0,0,0,0.02325634105067139
52,4.537856055185257,1.4444444444444444,fixed,6000,200,250,-0.059787974122600354,-0.011492492128588074,0.011783499390715529,0.0399177816127591,0.39217260792468656,0.4029986408367777,0.10242912443870986,1,1,1,1,1,1,1,0,0,0,0,0.023275991519303603
52,4.537856055185257,1.4444444444444444,scaled,3000,2000,2500,-0.05978796818159653,-0.011486594196231978,0.011785914131242617,0.03998074925232903,0.3905664610677366,0.4005932847670288,0.10214889838153761,1,1,1,1,1,1,1,0,0,0,0,0.023272508327474593
