phi_index,phi,phi_over_pi,policy,T,T0,T1,v_fit_A,v_fit_B,v_fit_ABB,deltaP_late_mean_ABB,w_loc3_ABB,w_loc5_ABB,P0bar_ABB,stable_A,stable_B,stable_ABB,strict_raw,drift_raw,strict_stage3,drift_stage3,pp_primary,pp_sensitivity,mismatch_sign,mismatch_eligible,adv_v
23,2.007128639793479,0.6388888888888888,fixed,3000,200,250,-0.060814004401942366,-0.009022075733284122,0.08573553228149458,0.5139847839378564,0.5467874086159425,0.5762932195803386,0.13280837175557395,1,1,1,1,1,1,1,0,0,0,1,0.0947576080147787
23,2.007128639793479,0.6388888888888888,fixed,6000,200,250,-0.06081393929804183,-0.009021399851618685,0.08573158705548165,0.5139893827227333,0.5468611961120896,0.5763534530368409,0.1328224771022362,1,1,1,1,1,1,1,0,0,0,1,0.09475298690710032
23,2.007128639793479,0.6388888888888888,scaled,3000,2000,2500,-0.06081393004076964,-0.009035446485706528,0.08572421450089245,0.5160859883954655,0.5469730586419075,0.5764106216832756,0.13309554381448246,1,1,1,1,1,1,1,0,0,0,1,0.09475966098659898
23,2.007128639793479,0.6388888888888888,scaled,6000,4000,5000,-0.06081390482863325,-0.009020864662016072,0.08573606806000077,0.513788286765079,0.5468440598543711,0.5764016863571835,0.13278047656178685,1,1,1,1,1,1,1,0,0,0,1,0.09475693272201684
24,2.0943951023931953,0.6666666666666666,fixed,3000,200,250,-0.06077923636052545,-0.008450062290081066,0.08806716676391264,0.5653815138569055,0.62294101083138,0.6463131745503051,0.16429588478985852,1,1,1,1,1,0,0,0,0,0,1,0.09651722905399371
24,2.0943951023931953,0.6666666666666666,fixed,6000,200,250,-0.060779244847224266,-0.00845147780622371,0.08806859810297794,0.5654192763471363,0.6229233279240954,0.6462973479847534,0.1642050175883197,1,1,1,1,1,0,0,0,0,0,1,0.09652007590920166
24,2.0943951023931953,0.6666666666666666,scaled,3000,2000,2500,-0.06077922686865074,-0.008445404951921571,0.08805441551561778,0.5657788677172675,0.6229438226194562,0.6462996050065892,0.16433445833408963,1,1,1,1,1,0,0,0,0,0,1,0.09649982046753935
24,2.0943951023931953,0.6666666666666666,scaled,6000,4000,5000,-0.06077924302553096,-0.008452683458243711,0.08806898758334056,0.5652651302873883,0.6228620059493473,0.6462812463333891,0.16403576780291573,1,1,1,1,1,0,0,0,0,0,1,0.09652167104158427
25,2.1816615649929116,0.6944444444444444,fixed,3000,200,250,-0.060410998787188475,-0.007971132875598405,0.0843641299182456,0.5751451594208592,0.6728410659004957,0.6932655004091269,0.1861937058307267,1,1,1,1,1,0,0,0,0,0,1,0.092335262793844
25,2.1816615649929116,0.6944444444444444,fixed,6000,200,250,-0.06041179806905635,-0.00797102284826081,0.0843653738679297,0.5752116300861497,0.6728474050219891,0.6932510875409654,0.18614912549568957,1,1,1,1,1,0,0,0,0,0,1,0.09233639671619051
25,2.1816615649929116,0.6944444444444444,scaled,3000,2000,2500,-0.06041101068622611,-0.00797046432312753,0.08435824484499084,0.5747586073873127,0.6727801309312352,0.6932312263765473,0.1863573531143242,1,1,1,1,1,0,0,0,0,0,1,0.09232870916811838
