label,sequence,phi,phi_over_pi,t,x_mean,deltaP,w_loc3_inst,w_loc5_inst,P0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5299,-199.35603671425764,-0.1134527245053385,0.7241013656463431,0.7309770410371143,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5300,-199.47884557846942,-0.15694984815765,0.7109120388039162,0.729077697537336,0.55638382988289
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5301,-199.8608349799616,-0.5139440817090729,0.7240999361250477,0.730976251929356,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5302,-199.6853916293975,-0.2203140513748414,0.7109134733925656,0.7290785765663584,0.5563852962497768
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5303,-200.19521611093916,-0.7555616227019235,0.7240994465279805,0.7309759878635145,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5304,-199.80710939409664,-0.24274754147113708,0.7109118358740156,0.7290777054512835,0.5563828802687679
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5305,-200.25508277308552,-0.7412536000702861,0.7241004941085992,0.7309766111391497,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5306,-199.82530858685854,-0.21523722105585114,0.710910049854307,0.7290766032294391,0.5563811428766403
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5307,-200.0466155813506,-0.4767701677018664,0.7240999230745763,0.7309763425962621,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5308,-199.76288804007513,-0.1488313688623206,0.7109106125719926,0.7290770082909058,0.5563814028715762
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5309,-199.68374923743755,-0.0683449548568561,0.7240980117513333,0.7309752273208042,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5310,-199.67515307890613,-0.07020880381640116,0.7109107227974516,0.7290771401687792,0.5563811472415375
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5311,-199.34244312413256,0.31997107624596344,0.7240976332302747,0.7309750070699287,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5312,-199.6275418758193,-0.010944973994537671,0.7109086809492488,0.7290756752363831,0.5563802990689972
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5313,-199.1900156414595,0.5322026801099371,0.724098186935364,0.730975313593945,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5314,-199.66938545055962,0.005155672865472527,0.7109070339065617,0.7290745867068283,0.556379112997077
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5315,-199.31789634998535,0.4831068615957511,0.724096848174417,0.7309744798438201,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5316,-199.81410188143013,-0.02837770363087816,0.7109075539531575,0.7290748835105747,0.5563797844696341
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5317,-199.70492884678345,0.1924028343922668,0.7240945950012939,0.7309732034341997,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5318,-200.03377036103092,-0.09807203922393254,0.7109067913197311,0.7290743112396877,0.5563795986790484
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5319,-200.22587010107236,-0.22314355744644843,0.7240942952999819,0.7309730457809368,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5320,-200.27037368671506,-0.17593666991403273,0.7109034156906526,0.7290723063394805,0.5563758133270114
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5321,-200.70168776351423,-0.5966188312012394,0.7240941317741451,0.7309729575499192,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5322,-200.4590839846732,-0.23069566142854586,0.7109018317655807,0.7290713562899529,0.5563741163472016
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5323,-200.97148263195544,-0.7780145221282561,0.724091691803511,0.7309716202087113,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5324,-200.55431437088728,-0.2403522353925181,0.7109018869131133,0.7290714294556202,0.5563739530331487
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5325,-200.95709095914435,-0.6944713126943103,0.7240895873805534,0.7309704107374753,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5326,-200.54804203050287,-0.20103312824089997,0.7108997075052793,0.729070138712015,0.5563714663737929
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5327,-200.69450626629592,-0.37954594196499003,0.724089473304763,0.7309703396391033,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5328,-200.4729822570063,-0.1285273403400547,0.7108967235449664,0.7290681051977487,0.5563696140672263
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5329,-200.31942689401112,0.040263954523088064,0.7240886584254228,0.7309698670882881,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5330,-200.3894935855292,-0.05195747904074338,0.710895875395565,0.7290675039178627,0.5563692402600698
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5331,-200.0127082184564,0.3963377920320364,0.7240860933590674,0.7309683257364245,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5332,-200.36134001413987,-0.00208382201231877,0.7108957132151067,0.7290673644258033,0.5563692924138836
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5333,-199.9277564502162,0.545653651989511,0.7240844330173083,0.7309673728359525,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5334,-200.4300285882875,0.0010661130277420938,0.7108932819316416,0.7290656863379785,0.5563678743999706
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5335,-200.12891421453503,0.4282373523806086,0.7240844215104821,0.7309673737584951,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5336,-200.59818046488135,-0.043774524881198235,0.7108901569129201,0.7290638031608973,0.5563645262709828
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5337,-200.56558860388054,0.09125501625020127,0.7240830641662835,0.7309665830801026,0.0
paper_max_T300,B,1.0471975511965976,0.3333333333333333,5338,-200.82847202663305,-0.11859633846203155,0.7108896545601159,0.72906355558913,0.5563636804386274
