phi_index,phi,phi_over_pi,v_fit_A,v_fit2_A,v_T_A,delta_v_A,stable_A,v_fit_B,v_fit2_B,v_T_B,delta_v_B,stable_B,v_fit_ABB,v_fit2_ABB,v_T_ABB,delta_v_ABB,stable_ABB,adv_v,deltaP_late_mean_ABB,deltaP_final_ABB,w_loc3_ABB,w_loc5_ABB,P0bar_ABB,strict,win_ABB,pp_primary,pp_sensitivity,mismatch_sign
56,4.886921905584122,1.5555555555555556,-0.057018284770771706,-0.057016889626652405,-0.0570137503530007,3.517863364659035e-06,1,-0.017701220945801937,-0.012243126449997118,-0.018201593893987546,0.003434128358025982,1,-0.00038917363776676896,0.0005398117296420362,-0.0034322409120380827,0.003203439439900666,0,0.017312047308035167,-0.16750603232597633,-0.12498394184252898,0.7424028973877189,0.7563752667565083,0.22441942667433723,1,0,0,0,0
57,4.974188368183839,1.5833333333333333,-0.05618693575968396,-0.0561830883629775,-0.05618957611226321,2.805352549803408e-06,1,-0.020840523118042287,-0.018983336944332848,-0.020768483308046495,0.003796307383908744,1,-0.0035838242894975602,-0.004293389320437884,-0.007349209586229192,0.003185306907058939,0,0.017256698828544727,-0.1621100918473251,-0.19599579361695693,0.7273468458936907,0.7396273168149475,0.22160040886869287,1,0,0,0,0
58,5.061454830783555,1.611111111111111,-0.05532474048836404,-0.05531951608610333,-0.0553314983303036,4.270934748175359e-06,1,-0.02510859163144574,-0.03049030788524854,-0.025797940002575553,0.0036214394866787188,1,-0.006822490720921098,-0.008109114484869975,-0.010553153466863599,0.0031129775089170633,0,0.01828610091052464,-0.15233654836218868,-0.2166754020114893,0.704057505108345,0.715621061582959,0.21423707841010928,1,0,0,0,0
59,5.148721293383272,1.6388888888888888,-0.05444284763563181,-0.0544395300664224,-0.054452865907131096,4.806461881133595e-06,1,-0.02999410799805774,-0.02797421656787132,-0.030528923068463124,0.002971210814171496,1,-0.009902850888369086,-0.01032682201162349,-0.012875345293578129,0.002673248750735782,1,0.020091257109688655,-0.13869475258204467,-0.16714943162517154,0.6730370375266209,0.6844648629922037,0.20249913116795698,1,0,0,0,0
60,5.235987755982989,1.6666666666666667,-0.053547502471791936,-0.053544357890143696,-0.05356210604430923,4.32652148749102e-06,1,-0.03879155192411198,-0.038751757604804954,-0.03808467111398489,0.002829180912649054,1,-0.013302835244314958,-0.01165304714187781,-0.01435085493995634,0.0025508621150896905,1,0.025488716679797026,-0.12479615612652989,-0.061053348751931025,0.6338948886637024,0.6457472569579565,0.1861814919880229,1,0,0,0,0
61,5.323254218582705,1.6944444444444444,-0.05264380443472938,-0.05263913220273418,-0.052666749600348624,5.091464199115381e-06,1,-0.04723591636538696,-0.047307008784242946,-0.0472049959138907,0.003177083813967814,1,-0.01757742345191879,-0.014711296820557572,-0.01591951147868187,0.0023765365729544463,1,0.02965849291346817,-0.1152378990596078,-0.04985330836436974,0.5860453613976452,0.5989638113119597,0.16536838162417658,1,0,0,0,0
62,5.410520681182422,1.7222222222222223,-0.05174193245784735,-0.05173666590950821,-0.05177706846677362,7.16249660290269e-06,1,-0.061381231935740216,-0.06366987647176742,-0.061673499939123744,0.002308283910651465,1,-0.019117536640001508,-0.01787241886686491,-0.01844557900088649,0.0030857107692755376,1,0.03262439581784584,-0.09143435545923333,-0.28088243117649275,0.5298931330908149,0.5440027756321392,0.14223095885284043,1,0,0,0,0
63,5.497787143782138,1.75,-0.05086289806785983,-0.0508541029921087,-0.05090548853560189,1.0354377604458731e-05,1,-0.08034174586747718,-0.0811302250217957,-0.08055285251039353,0.0005832751624751248,1,-0.015710214434719934,-0.01756698316623302,-0.01710521841408969,0.0017194795681170095,1,0.0351526836331399,-0.06952815025115133,-0.06677708093107498,0.4648639225235371,0.48134964431823823,0.11760933926337706,1,0,0,0,0
64,5.585053606381854,1.7777777777777777,-0.05001971410539741,-0.05001390643061842,-0.050065892612101044,1.2501018934352182e-05,1,-0.09721634602385361,-0.09688727570854355,-0.09724296299211248,0.0001814838428993576,1,-0.017289163776430708,-0.016177045837621862,-0.017200957815367346,0.0024435395870110455,1,0.032730550328966705,-0.06859019124415999,-0.19638789828985487,0.39419683172231373,0.4123690300625521,0.09335219777897402,1,0,0,0,0
65,5.672320068981571,1.8055555555555556,-0.049204992503862274,-0.04923743726489499,-0.049274015655995713,9.889673521494557e-06,1,-0.11240735804163497,-0.1125127393223783,-0.11248955729994117,5.140503808805097e-05,1,-0.015258086629450555,-0.019755714945764925,-0.013906173262406547,0.0013548921913470562,1,0.03394690587441172,-0.039235553068486036,0.015773036103576832,0.32038616281821314,0.3414790028616758,0.07228557596378708,1,0,0,0,0
66,5.759586531581287,1.8333333333333333,-0.0484792973885775,-0.04850484431471334,-0.048547186297481254,1.0406434448842483e-05,1,-0.1261789999099338,-0.12619778586403982,-0.12620908271687267,3.9338951983519665e-05,1,-0.011586937542211885,-0.010127991692820538,-0.010871383383470839,0.001177371919066401,1,0.036892359846365616,-0.015366174760407823,0.03900895296235363,0.23280638126720957,0.25312558158184206,0.053606806949619036,1,0,0,0,0
67,5.8468529941810035,1.861111111111111,-0.04782295209925842,-0.047779662469739324,-0.047900820531287,2.491406403495877e-05,1,-0.13857841476653968,-0.1385770350705287,-0.13860304757425865,3.569124688909686e-05,1,-0.00656978141823559,-0.0029258509180601494,-0.006979949014471032,0.0007534561726042005,0,0.041253170681022834,3.982945741503602e-05,0.029637577224064626,0.14326528194176924,0.15788349056364157,0.03837799789859296,1,0,0,0,0
68,5.93411945678072,1.8888888888888888,-0.047225284355642716,-0.047254273460884726,-0.04735543207337164,2.6859258500648575e-05,1,-0.1497814741157027,-0.15005845013978786,-0.14987100871158085,3.843726555138871e-05,1,-0.004495251461861277,-0.0013277096037379351,-0.004387849409779344,0.0004890713448728844,0,0.04273003289378144,0.01121133657157714,0.013770381332582737,0.10573138598308088,0.11215249779372752,0.03254767666500364,1,0,0,0,0
69,6.021385919380437,1.9166666666666667,-0.0468474815659199,-0.04683015530920596,-0.046963769058250004,3.0179260082224824e-05,1,-0.1597599671483638,-0.15969674896565642,-0.1599988305207078,5.576912890917218e-05,1,-0.0037051414222754393,-0.002570620002408789,-0.003935284035395862,0.00037520781802507196,1,0.04314234014364446,0.013576925651982675,0.008988481531527925,0.09454399245049128,0.09834154033179883,0.02939763706527606,1,0,0,0,0
70,6.1086523819801535,1.9444444444444444,-0.046538407105038655,-0.04655130387583627,-0.04667026880996739,4.807107933556959e-05,1,-0.16863494472037088,-0.16861086529384783,-0.1690791619566487,9.942173787624853e-05,1,-0.005365695912408246,-0.005231788384386197,-0.00592026503064614,0.000456625493385052,1,0.04117271119263041,0.030281921223354973,0.023026119112133647,0.07986119464716591,0.08692297816898117,0.022739274107923722,1,0,0,0,0
71,6.19591884457987,1.9722222222222223,-0.046366851148092844,-0.04636496465778686,-0.04657877040633195,6.525600957690836e-05,1,-0.17627585968395004,-0.17634815284980393,-0.1767645926092611,0.00011237714702178048,1,-0.010644859311771053,-0.010717943640116022,-0.011207542876749165,0.0006904470840218297,1,0.03572199183632179,0.05346548383480586,0.05643238890593938,0.05181707687989137,0.072572218955693,0.010062829330854716,1,0,0,0,0
