t,phi_index,phi,phi_over_pi,sequence,x_mean,deltaP,w_loc3_inst,w_loc5_inst,P0
0,20,1.7453292519943295,0.5555555555555556,A,0.0,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998
1,20,1.7453292519943295,0.5555555555555556,A,-0.13823013287718688,-0.13823013287718688,0.9999999999999998,0.9999999999999998,0.0
2,20,1.7453292519943295,0.5555555555555556,A,-0.2098370752168066,-0.1049185376084033,0.9999999999999998,0.9999999999999998,0.24098649531343475
3,20,1.7453292519943295,0.5555555555555556,A,-0.22967509933281804,-0.070405925459331,0.9999999999999998,0.9999999999999998,0.0
4,20,1.7453292519943295,0.5555555555555556,A,-0.24026832283841126,-0.05969043449408107,0.5627311812047024,0.9999999999999996,0.36426996356711694
5,20,1.7453292519943295,0.5555555555555556,A,-0.24652607781841873,-0.03617045046121681,0.6681070613560266,0.9999999999999999,0.0
6,20,1.7453292519943295,0.5555555555555556,A,-0.28706764121155615,-0.04606005194393803,0.6234375699834229,0.7480887774591145,0.432768955847997
7,20,1.7453292519943295,0.5555555555555556,A,-0.34050816356644875,-0.042367315522918614,0.6524449660830797,0.8087959801093649,0.0
8,20,1.7453292519943295,0.5555555555555556,A,-0.4189300028533245,-0.05767880283237112,0.641519940296408,0.6600810201444648,0.4430755612933499
9,20,1.7453292519943295,0.5555555555555556,A,-0.5007451801550954,-0.06646547374029954,0.6542155267425417,0.6620126318205714,0.0
10,20,1.7453292519943295,0.5555555555555556,A,-0.5843548027374444,-0.07511431615309566,0.6323179869081225,0.6592308274786809,0.42964013221339414
11,20,1.7453292519943295,0.5555555555555556,A,-0.6663588416713481,-0.08560665149807223,0.646337551328278,0.6651093634177837,0.0
12,20,1.7453292519943295,0.5555555555555556,A,-0.7379110316627274,-0.08455885318967149,0.6213031302331882,0.6516747953692379,0.4209725946237093
13,20,1.7453292519943295,0.5555555555555556,A,-0.8077226590773849,-0.09089984022195974,0.6383781666566613,0.6538557887462184,0.0
14,20,1.7453292519943295,0.5555555555555556,A,-0.8634155306709141,-0.08383570822457187,0.6192326917371541,0.6447142797138266,0.4202030476156747
15,20,1.7453292519943295,0.5555555555555556,A,-0.9179031324551583,-0.08439862449498714,0.6379027528276273,0.6478460715798852,0.0
16,20,1.7453292519943295,0.5555555555555556,A,-0.9644852738222154,-0.07746393118960171,0.6186459227800438,0.6452366650270572,0.41912523424745785
17,20,1.7453292519943295,0.5555555555555556,A,-1.0123211766633882,-0.07341671579661352,0.6362696455614526,0.6488758596366881,0.0
18,20,1.7453292519943295,0.5555555555555556,A,-1.0624043048813094,-0.07082951634684787,0.614023221982102,0.6423589471575757,0.4150405738523965
19,20,1.7453292519943295,0.5555555555555556,A,-1.1131738496473875,-0.06532544771608806,0.6315010608303031,0.6445141501055683,0.0
20,20,1.7453292519943295,0.5555555555555556,A,-1.1703609439772231,-0.06734235768356878,0.610620204390494,0.6383717577008691,0.41268195199903746
21,20,1.7453292519943295,0.5555555555555556,A,-1.2259273222984328,-0.06368472055728586,0.6306524543254127,0.6420661032172822,0.0
22,20,1.7453292519943295,0.5555555555555556,A,-1.2880293497136361,-0.06796649301446556,0.6139287348367422,0.6397776294965962,0.41626746098437367
23,20,1.7453292519943295,0.5555555555555556,A,-1.350014372051057,-0.0680085263776028,0.6353826754513985,0.6446578810102093,0.0
24,20,1.7453292519943295,0.5555555555555556,A,-1.4166638530265174,-0.07179536930160796,0.6212131123202729,0.6439857131730913,0.42316809299813923
25,20,1.7453292519943295,0.5555555555555556,A,-1.4849876342778596,-0.07519440334954086,0.6405640832385564,0.6470923828218648,0.0
26,20,1.7453292519943295,0.5555555555555556,A,-1.5525337834830122,-0.07658189388809047,0.6252156697103131,0.6465111594857883,0.42650985328109003
27,20,1.7453292519943295,0.5555555555555556,A,-1.620800185504491,-0.08090776738043881,0.6413864116084116,0.6477582259384675,0.0
28,20,1.7453292519943295,0.5555555555555556,A,-1.6836940800848823,-0.0794896241330812,0.622352960915936,0.6455834529753488,0.423274590718422
29,20,1.7453292519943295,0.5555555555555556,A,-1.7462582118175622,-0.08182967914154982,0.6374618778536875,0.6463559683284044,0.0
30,20,1.7453292519943295,0.5555555555555556,A,-1.8032670494411822,-0.07871277110508529,0.6161633473256807,0.6420303027389567,0.41741491432852074
31,20,1.7453292519943295,0.5555555555555556,A,-1.8591462823067413,-0.07780333827440467,0.6329975385654218,0.6435961156347133,0.0
32,20,1.7453292519943295,0.5555555555555556,A,-1.9120283972828953,-0.07493396051898499,0.612894576162154,0.6395104178690765,0.4146825742435577
33,20,1.7453292519943295,0.5555555555555556,A,-1.9636311498457477,-0.07183370601730915,0.6322181502140596,0.642613705713301,0.0
34,20,1.7453292519943295,0.5555555555555556,A,-2.01668474938789,-0.07094587482157755,0.6145768061447081,0.6402283115340363,0.41650750309364837
35,20,1.7453292519943295,0.5555555555555556,A,-2.070241550116668,-0.06796307660883782,0.6346061644207296,0.6438531966178999,0.0
36,20,1.7453292519943295,0.5555555555555556,A,-2.129027015428533,-0.06950997748731036,0.6179685557769166,0.6421944643720038,0.41974627467285053
37,20,1.7453292519943295,0.5555555555555556,A,-2.189331869440598,-0.06849803025554402,0.6367669014866232,0.6449198785861341,0.0
38,20,1.7453292519943295,0.5555555555555556,A,-2.2540664744240297,-0.07129618470252747,0.6195160313506497,0.6431024945521889,0.42113323097247135
39,20,1.7453292519943295,0.5555555555555556,A,-2.3191448576198392,-0.07252820569537882,0.6371027080559718,0.6450921225647962,0.0
40,20,1.7453292519943295,0.5555555555555556,A,-2.3849675196825477,-0.07463780639895068,0.619042675353473,0.642956459854794,0.4205933729785799
41,20,1.7453292519943295,0.5555555555555556,A,-2.4503393673975338,-0.07697698884979887,0.6365580341006399,0.6449533296412713,0.0
42,20,1.7453292519943295,0.5555555555555556,A,-2.513482129292004,-0.07712259034776636,0.618460822623874,0.6426463981188806,0.4200345018530538
43,20,1.7453292519943295,0.5555555555555556,A,-2.5762104650921325,-0.0790645599561241,0.6363845432073962,0.6447915137665127,0.0
44,20,1.7453292519943295,0.5555555555555556,A,-2.6352366452426312,-0.07741261539373523,0.6185864143989537,0.6426472956228939,0.4201667493843751
45,20,1.7453292519943295,0.5555555555555556,A,-2.6938982913709895,-0.07796967280978284,0.6364897507846218,0.6447942439768696,0.0
46,20,1.7453292519943295,0.5555555555555556,A,-2.7497148574702384,-0.07580742841283039,0.6183502773493035,0.6425783592180943,0.41989381209712223
47,20,1.7453292519943295,0.5555555555555556,A,-2.8056817849612044,-0.07484820331469855,0.6358787698874946,0.6445866137307601,0.0
48,20,1.7453292519943295,0.5555555555555556,A,-2.8615493358768136,-0.07356279223744733,0.6169543281121265,0.6418041595426582,0.4185502731225659
49,20,1.7453292519943295,0.5555555555555556,A,-2.917698375812967,-0.07175191873437176,0.6345604131217172,0.6438397482017159,0.0
50,20,1.7453292519943295,0.5555555555555556,A,-2.9757295258007326,-0.07194684638157262,0.6155882232944101,0.64088242955508,0.417325349978374
51,20,1.7453292519943295,0.5555555555555556,A,-3.0334612870324547,-0.07036665066559494,0.6340137564115109,0.6434039648505807,0.0
52,20,1.7453292519943295,0.5555555555555556,A,-3.093697523519796,-0.07170158014309957,0.6160523119804197,0.6410537863634204,0.4178489116312504
53,20,1.7453292519943295,0.5555555555555556,A,-3.153876657352629,-0.07127698751442096,0.6351632134436255,0.6439762638496067,0.0
54,20,1.7453292519943295,0.5555555555555556,A,-3.2162827842523507,-0.0728749326823045,0.6182327535328487,0.6423087160272116,0.41994374414665536
55,20,1.7453292519943295,0.5555555555555556,A,-3.279248295924653,-0.07384106753260733,0.6369720565048641,0.64492181604479,0.0
56,20,1.7453292519943295,0.5555555555555556,A,-3.342627803195554,-0.07480631907446395,0.6200041810432984,0.6433794108998158,0.4215759907992013
57,20,1.7453292519943295,0.5555555555555556,A,-3.406272793379503,-0.07651331754275459,0.637652629730991,0.6453255425519958,0.0
58,20,1.7453292519943295,0.5555555555555556,A,-3.468104524265644,-0.0763500803386325,0.6196559794922174,0.643282517587796,0.4211599587158658
59,20,1.7453292519943295,0.5555555555555556,A,-3.529736309815293,-0.07766010416270358,0.6366522768074476,0.6449029712932727,0.0
60,20,1.7453292519943295,0.5555555555555556,A,-3.5888387032923954,-0.07650729042976578,0.6177562487087129,0.6422223923889253,0.4193254075978776
61,20,1.7453292519943295,0.5555555555555556,A,-3.647531778222757,-0.07659771655268605,0.6351278207404021,0.644084470314037,0.0
62,20,1.7453292519943295,0.5555555555555556,A,-3.7044209977274054,-0.07516676461410698,0.6163181248082404,0.641310192992342,0.4180046831730364
63,20,1.7453292519943295,0.5555555555555556,A,-3.7608167844984415,-0.07408869784137057,0.6345586688988862,0.6436962716935509,0.0
64,20,1.7453292519943295,0.5555555555555556,A,-3.81716893646644,-0.07327301347916376,0.6164605533586613,0.6413331157797292,0.41818814555381234
65,20,1.7453292519943295,0.5555555555555556,A,-3.873606610298956,-0.07183135491916892,0.635123525301082,0.6439767731608922,0.0
66,20,1.7453292519943295,0.5555555555555556,A,-3.9320247228656013,-0.07214018406310457,0.6174512821131084,0.6419055544880666,0.41914158231570253
67,20,1.7453292519943295,0.5555555555555556,A,-3.99109577862152,-0.07126895195546545,0.6358348960526998,0.6443473924419569,0.0
68,20,1.7453292519943295,0.5555555555555556,A,-4.052543958293969,-0.07245806061867727,0.6180427639087731,0.6422481281721869,0.41969598899974536
69,20,1.7453292519943295,0.5555555555555556,A,-4.114250216623498,-0.07260443614985962,0.6360246270827831,0.6444365045481419,0.0
70,20,1.7453292519943295,0.5555555555555556,A,-4.176977167490307,-0.07384833939738944,0.618030989341437,0.6422525875511005,0.4196742618406882
71,20,1.7453292519943295,0.5555555555555556,A,-4.239506903942078,-0.07478930329752065,0.6359768565538619,0.6444319842514323,0.0
