t,phi_index,phi,phi_over_pi,sequence,x_mean,deltaP,w_loc3_inst,w_loc5_inst,P0
0,0,0.0,0.0,ABB,0.0,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998
1,0,0.0,0.0,ABB,-0.13823013287718722,-0.13823013287718722,0.9999999999999999,0.9999999999999999,0.0
2,0,0.0,0.0,ABB,-0.04082845240410771,-0.020414226202053853,1.0,1.0000000000000002,0.8523171049817975
3,0,0.0,0.0,ABB,0.4628760515506561,0.4689057156008075,0.9999999999999997,0.9999999999999997,0.0
4,0,0.0,0.0,ABB,0.780163031066711,0.39236981375474955,0.9834457352115322,1.0,0.3135711125896008
5,0,0.0,0.0,ABB,0.4855804673844972,0.3742429165452665,0.997555218251141,0.9999999999999998,0.0
6,0,0.0,0.0,ABB,0.5637575806931393,0.26942383373938283,0.9436194974766838,0.9996389475536408,0.48825845569661064
7,0,0.0,0.0,ABB,0.1917850066531444,-0.18333399090854025,0.9585613249559191,0.9997259563173135,0.0
8,0,0.0,0.0,ABB,0.49954286117262614,0.21615194636825363,0.9069008934929068,0.9932433875771937,0.4567539605253489
9,0,0.0,0.0,ABB,0.19963769199316717,0.024716735684091606,0.930201934169462,0.9979459331912941,0.0
10,0,0.0,0.0,ABB,-0.30780556144340765,-0.2178280273155732,0.7394797867726575,0.9502823279043143,0.27927146973979255
11,0,0.0,0.0,ABB,-0.04084779982863532,-0.11124716144578123,0.9131898978059075,0.9908278663894698,0.0
12,0,0.0,0.0,ABB,0.0769745299656111,0.015210520196164423,0.7192294131853688,0.9317384379516697,0.2987115576371505
13,0,0.0,0.0,ABB,0.15293557057691087,0.1385830343675991,0.7349460277210885,0.9485778747642382,0.0
14,0,0.0,0.0,ABB,-0.13369579172591506,-0.08050326735366592,0.6913293036471886,0.91803989073143,0.30951129846575165
15,0,0.0,0.0,ABB,0.28032643655757816,0.22185180759157258,0.6991804407741075,0.9313254446461038,0.0
16,0,0.0,0.0,ABB,0.38618729468346846,0.17971731335144314,0.484207152132126,0.7227810444237336,0.2480067977845095
17,0,0.0,0.0,ABB,0.2835215441647536,0.24041460899965783,0.6708250741239934,0.9161077068636577,0.0
18,0,0.0,0.0,ABB,0.30044243565854073,0.15857669944280106,0.5243652052418404,0.6906128541926579,0.26544448214219374
19,0,0.0,0.0,ABB,-0.10521650641294206,-0.09238099436760544,0.531159692557148,0.7216074586106115,0.0
20,0,0.0,0.0,ABB,0.2858395983697773,0.16199692447982916,0.5234715142990847,0.6697002680063725,0.2870722500758909
21,0,0.0,0.0,ABB,0.08234257579211102,0.07098195017510767,0.5538563483681699,0.6973270328516571,0.0
22,0,0.0,0.0,ABB,-0.27364898603781296,-0.08051076156440978,0.5244135877852791,0.5563891270009473,0.222660633043673
23,0,0.0,0.0,ABB,-0.15353520958272815,-0.059219758041205994,0.5507096062359258,0.6845310999117857,0.0
24,0,0.0,0.0,ABB,0.002057310632320536,0.05563924613481158,0.5229976707881862,0.567038379051341,0.20683728828343195
25,0,0.0,0.0,ABB,0.07645056884918355,0.180677803518212,0.5460963133694993,0.5754958210952,0.0
26,0,0.0,0.0,ABB,-0.21830605250885174,-0.026501232977002187,0.5413020459106526,0.5638396146973904,0.22905656734032553
27,0,0.0,0.0,ABB,0.0872459124139951,0.18755006537245256,0.5528359366536829,0.5774164253103,0.0
28,0,0.0,0.0,ABB,0.05359586657355042,0.13102264869915942,0.4188516097757894,0.5616774147948376,0.20666610970442512
29,0,0.0,0.0,ABB,0.07905862170175448,0.22612213244390733,0.5499218629372202,0.5780533025608191,0.0
30,0,0.0,0.0,ABB,0.07989907285787756,0.14300916506527994,0.42905193854911167,0.562648475473216,0.18116693850316898
31,0,0.0,0.0,ABB,-0.29184359171322394,-0.035713178185741046,0.46141735952835305,0.5761121879386243,0.0
32,0,0.0,0.0,ABB,0.05652458069387056,0.14759317520846577,0.4422823646983398,0.5557675372431342,0.2176348512092496
33,0,0.0,0.0,ABB,-0.03025833395807387,0.10003375385359536,0.4828622835699877,0.5705742242583407,0.0
34,0,0.0,0.0,ABB,-0.25733467817245215,0.01342146387277765,0.43646285378659144,0.4890171507498823,0.17668075200817002
35,0,0.0,0.0,ABB,-0.24543223111992385,-0.010560328945574682,0.48341009162632403,0.5714180559858206,0.0
36,0,0.0,0.0,ABB,-0.09489495629823108,0.08348892018185222,0.42164215256730636,0.5093203464378443,0.14201252557113078
37,0,0.0,0.0,ABB,-0.08298590009324369,0.19006710197055882,0.47267160992336776,0.5125980720837378,0.0
38,0,0.0,0.0,ABB,-0.29647749117322086,0.022488757938849968,0.45393737375620713,0.5019003845605294,0.17189592838494192
39,0,0.0,0.0,ABB,-0.10962310636430428,0.16592242990933337,0.48032310101930115,0.5182388509237119,0.0
40,0,0.0,0.0,ABB,-0.25698182219074006,0.1017920112609948,0.36649595855508155,0.49487225230626986,0.16474741052402966
41,0,0.0,0.0,ABB,-0.1475970731715241,0.21029404729897772,0.4843632158854149,0.5124497679613513,0.0
42,0,0.0,0.0,ABB,-0.1222954946170901,0.13593386681258313,0.3508544822909364,0.5050204084732883,0.12029222159841246
43,0,0.0,0.0,ABB,-0.4088365642178464,0.01657262929458425,0.4158553130245597,0.5079593007873715,0.0
44,0,0.0,0.0,ABB,-0.1694979628390169,0.13767977387979752,0.3784587442829274,0.49655883613718577,0.1635437427973848
45,0,0.0,0.0,ABB,-0.14230642861819154,0.11596855830537833,0.4284752822764371,0.5121296299327409,0.0
46,0,0.0,0.0,ABB,-0.27589988246100516,0.07710459097236155,0.3667970333388998,0.45352358129310827,0.13203908425154737
47,0,0.0,0.0,ABB,-0.320066815240921,0.030944014013612964,0.4377425347927349,0.5076299339644458,0.0
48,0,0.0,0.0,ABB,-0.21018739921633156,0.09794976201461009,0.3377804792418726,0.47565650634672074,0.08998981094621136
49,0,0.0,0.0,ABB,-0.2987276729597936,0.1754215205776451,0.42113068191673086,0.4822999408819281,0.0
50,0,0.0,0.0,ABB,-0.3863473738407812,0.05734543716849655,0.37954476577736207,0.47122633242104345,0.12247142670577406
51,0,0.0,0.0,ABB,-0.30258683065553554,0.14347486789732877,0.419477276456537,0.4912961966479997,0.0
52,0,0.0,0.0,ABB,-0.5194750154688608,0.08459564649151291,0.31153722649693655,0.45244744576172574,0.12245534956634807
53,0,0.0,0.0,ABB,-0.38340515275698894,0.18568798892626304,0.4320244314514116,0.4838849146947952,0.0
54,0,0.0,0.0,ABB,-0.3057477598152931,0.12893063118138937,0.277840157529986,0.46301561269595903,0.07297682399606235
55,0,0.0,0.0,ABB,-0.48499522069197076,0.06090209277440528,0.37304004890496095,0.4669584419090733,0.0
56,0,0.0,0.0,ABB,-0.3774866765598809,0.1290991275557194,0.3161621933137685,0.4562179353956676,0.11684892169419997
57,0,0.0,0.0,ABB,-0.2630634492193782,0.11999493680950535,0.37338956189911954,0.47773366184220506,0.0
58,0,0.0,0.0,ABB,-0.35283643582231017,0.11144398568937453,0.3019007152843066,0.4256185596606697,0.09032477970371924
59,0,0.0,0.0,ABB,-0.3951832301576079,0.06193765373715354,0.3927625900962973,0.4686318508913529,0.0
60,0,0.0,0.0,ABB,-0.34396676980967156,0.10114518481796092,0.26262797068085864,0.441796738790829,0.04986695750616015
61,0,0.0,0.0,ABB,-0.5380624495710363,0.14746309726073115,0.3733344576377251,0.46096357767550333,0.0
62,0,0.0,0.0,ABB,-0.4981533317260658,0.07682164416472798,0.3101969034288077,0.44494132946029596,0.08020633009850558
63,0,0.0,0.0,ABB,-0.48234949425000956,0.12096664901744947,0.35887291570313895,0.4700956733154533,0.0
64,0,0.0,0.0,ABB,-0.7177729691395807,0.0781403920243619,0.2544922918712804,0.4160354289602124,0.08340333834850806
65,0,0.0,0.0,ABB,-0.6087946743781172,0.15630528314621117,0.3811624724186717,0.4646381418829853,0.0
66,0,0.0,0.0,ABB,-0.4719512141059867,0.12061654745682826,0.21137803303796687,0.4205516011647621,0.03861270151873267
67,0,0.0,0.0,ABB,-0.555401356961353,0.09159253630942121,0.3284902218121825,0.43673932629460055,0.0
68,0,0.0,0.0,ABB,-0.5621499130050571,0.12136053327861918,0.2555132904405875,0.4198372411753342,0.07813819201429727
69,0,0.0,0.0,ABB,-0.40069685947784023,0.1144355905044544,0.31582738257744164,0.449013215060319,0.0
70,0,0.0,0.0,ABB,-0.49471929242839785,0.12030970756094705,0.24090002662313498,0.3968159857342808,0.054711847496264246
71,0,0.0,0.0,ABB,-0.48994483287088986,0.08047057443319428,0.34494444340194286,0.4396575416878751,0.0
72,0,0.0,0.0,ABB,-0.49279048854297103,0.0968698370787,0.19716385567777073,0.4011275061336389,0.022361973800808132
73,0,0.0,0.0,ABB,-0.7661279810865294,0.11718917502047699,0.32429982497976745,0.4400835185377318,0.0
74,0,0.0,0.0,ABB,-0.632329996968168,0.08351597862148774,0.24637653076008442,0.4149771596425632,0.046840664380058815
75,0,0.0,0.0,ABB,-0.6427455409510066,0.10152316991241445,0.2977054717015882,0.445140045221415,0.0
76,0,0.0,0.0,ABB,-0.8553800738361201,0.07978909812224055,0.1994049270100265,0.3783009410763677,0.05128734263307612
77,0,0.0,0.0,ABB,-0.8068529477719635,0.12800898896374568,0.32900861548223614,0.4452627888248475,0.0
78,0,0.0,0.0,ABB,-0.6260776782579163,0.11117570962078993,0.1549742531767474,0.3727169627922535,0.0173109232820024
79,0,0.0,0.0,ABB,-0.6518951255994403,0.10546298559738143,0.2822068179900244,0.4090560431352982,0.0
80,0,0.0,0.0,ABB,-0.727363167280966,0.11386418343498383,0.19988822491132607,0.3810785123977076,0.04909812087584312
81,0,0.0,0.0,ABB,-0.5587742831564633,0.10278896808670124,0.25817847221229745,0.4172437795232567,0.0
82,0,0.0,0.0,ABB,-0.6886303320199962,0.11137571216422137,0.18610848557850138,0.3632535068063712,0.02783958352989179
83,0,0.0,0.0,ABB,-0.6175576449164937,0.08689140725800815,0.2951894967437018,0.4122758463746322,0.0
84,0,0.0,0.0,ABB,-0.650267699052909,0.08947036156017002,0.14394450208889223,0.3528552029998074,0.007308839966976817
85,0,0.0,0.0,ABB,-0.9566604890691479,0.09317420191037529,0.27394295964350457,0.4149714397568966,0.0
86,0,0.0,0.0,ABB,-0.7816055205330226,0.08218924275043482,0.19063598267798879,0.37860502759672,0.023711214903684295
87,0,0.0,0.0,ABB,-0.7831165069434608,0.087744038610098,0.23872419879625403,0.41228029659987897,0.0
88,0,0.0,0.0,ABB,-0.9530239777454861,0.08532126672468082,0.15074755015917052,0.33668885999739856,0.02859861484635893
89,0,0.0,0.0,ABB,-0.9690995371346521,0.10554740636080162,0.2765513541507155,0.42097018603592806,0.0
90,0,0.0,0.0,ABB,-0.7750798410530857,0.10133112144365997,0.1114680741191805,0.3197602424701168,0.008054873024593947
91,0,0.0,0.0,ABB,-0.7931633531434579,0.10334914388322253,0.23605622021506725,0.37917630191423324,0.0
92,0,0.0,0.0,ABB,-0.8826291955245142,0.10585587353078213,0.15284031020170905,0.3380947201020712,0.030564428661127543
