t,phi_index,phi,phi_over_pi,sequence,x_mean,deltaP,w_loc3_inst,w_loc5_inst,P0
0,20,1.7453292519943295,0.5555555555555556,ABB,0.0,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998
1,20,1.7453292519943295,0.5555555555555556,ABB,-0.13823013287718688,-0.13823013287718688,0.9999999999999998,0.9999999999999998,0.0
2,20,1.7453292519943295,0.5555555555555556,ABB,-0.04082845240410765,-0.020414226202053826,0.9999999999999999,0.9999999999999999,0.8523171049817972
3,20,1.7453292519943295,0.5555555555555556,ABB,0.46287605155065603,0.46890571560080757,0.9999999999999996,0.9999999999999996,0.0
4,20,1.7453292519943295,0.5555555555555556,ABB,1.222862061480742,0.613719328961765,0.9834457352115319,0.9999999999999997,0.2321739482463234
5,20,1.7453292519943295,0.5555555555555556,ABB,0.5010159996732311,0.3925391916867454,0.997555218251141,0.9999999999999998,0.0
6,20,1.7453292519943295,0.5555555555555556,ABB,1.1088451242479243,0.5493967552316414,0.9770022032826131,0.9996389475536406,0.3666310299945429
7,20,1.7453292519943295,0.5555555555555556,ABB,1.6171923380438469,0.8197685935887703,0.9825517792740287,0.999725956317313,0.0
8,20,1.7453292519943295,0.5555555555555556,ABB,1.3642543592839074,0.6331417521518653,0.9308421174685677,0.9972403865619107,0.24877453048211717
9,20,1.7453292519943295,0.5555555555555556,ABB,1.4395631304876941,0.6500253052480717,0.9666110096007396,0.9990511854938274,0.0
10,20,1.7453292519943295,0.5555555555555556,ABB,1.4864469022740132,0.4790957838840375,0.744614484346302,0.974167674651978,0.370615141655432
11,20,1.7453292519943295,0.5555555555555556,ABB,1.3086831570804913,0.6711535629902474,0.9426736925761039,0.9959812516939233,0.0
12,20,1.7453292519943295,0.5555555555555556,ABB,1.4010594356633796,0.4293306106650205,0.7366187996851905,0.9566474371525552,0.47638170817626857
13,20,1.7453292519943295,0.5555555555555556,ABB,1.1370025474904324,-0.009760384101299091,0.7892118814329441,0.9685833100023141,0.0
14,20,1.7453292519943295,0.5555555555555556,ABB,1.1427109538498355,0.3153322783266258,0.7760783916629377,0.9400769804419395,0.3419783982473872
15,20,1.7453292519943295,0.5555555555555556,ABB,1.4545770486073855,0.14619601476539756,0.7990932511561515,0.9525089789412242,0.0
16,20,1.7453292519943295,0.5555555555555556,ABB,1.903865665396963,0.41048975868785487,0.6133692665924612,0.8187270592851011,0.3401384280781959
17,20,1.7453292519943295,0.5555555555555556,ABB,1.3924820880165354,0.2351055239984735,0.8091148072085274,0.9436063081185769,0.0
18,20,1.7453292519943295,0.5555555555555556,ABB,1.8761384980359512,0.3752427772622774,0.583828529154287,0.815666118154063,0.44766431101217175
19,20,1.7453292519943295,0.5555555555555556,ABB,2.384149588829908,0.6878981624070819,0.6629894762390101,0.8290308001659823,0.0
20,20,1.7453292519943295,0.5555555555555556,ABB,2.1376922555050624,0.5134144613513228,0.5968887707976824,0.8090203847532597,0.27090115675596305
21,20,1.7453292519943295,0.5555555555555556,ABB,2.3585191547603763,0.489772615443167,0.6538576176781568,0.8122417094791701,0.0
22,20,1.7453292519943295,0.5555555555555556,ABB,2.7698460719944795,0.563135608310242,0.6066016157056593,0.6882655839852243,0.15269951117729588
23,20,1.7453292519943295,0.5555555555555556,ABB,2.1284617845969636,0.45186262189798476,0.6701730719462329,0.7994809787497689,0.0
24,20,1.7453292519943295,0.5555555555555556,ABB,2.780994213453114,0.5288298138796692,0.5562396683197208,0.6996061278408024,0.25509976719932076
25,20,1.7453292519943295,0.5555555555555556,ABB,3.0608985483778133,0.43727086420312844,0.6529992195035215,0.7109045751941301,0.0
26,20,1.7453292519943295,0.5555555555555556,ABB,2.5711136348733516,0.4603931109687579,0.639995623231495,0.7048433693247119,0.22314411410620455
27,20,1.7453292519943295,0.5555555555555556,ABB,3.220299013093439,0.5957525396082389,0.6506746861259458,0.7262935547073983,0.0
