t,phi_index,phi,phi_over_pi,sequence,x_mean,deltaP,w_loc3_inst,w_loc5_inst,P0
0,0,0.0,0.0,A,0.0,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998
1,0,0.0,0.0,A,-0.13823013287718722,-0.13823013287718722,0.9999999999999999,0.9999999999999999,0.0
2,0,0.0,0.0,A,-0.2098370752168066,-0.1049185376084033,0.9999999999999998,0.9999999999999999,0.2409864953134348
3,0,0.0,0.0,A,-0.22967509933281804,-0.07040592545933111,0.9999999999999999,0.9999999999999999,0.0
4,0,0.0,0.0,A,-0.2381285555745164,-0.058620550862133525,0.5627311812047027,1.0,0.10874852664734222
5,0,0.0,0.0,A,-0.2707739750796493,-0.06366657222281302,0.6681070613560267,0.9999999999999998,0.0
6,0,0.0,0.0,A,-0.3345155831749156,-0.07163310762214126,0.18181872048116057,0.7480887774591147,0.04960465823835269
7,0,0.0,0.0,A,-0.4084361742195592,-0.07652285439764672,0.2055187384879319,0.8087959801093654,0.0
8,0,0.0,0.0,A,-0.46623596695020114,-0.07267774907127567,0.1408889052276757,0.23605221721529157,0.04735220797082321
9,0,0.0,0.0,A,-0.4996527753916008,-0.06502670216375739,0.19040317369648632,0.2758003264613867,0.0
10,0,0.0,0.0,A,-0.5233166428770705,-0.06058071087552935,0.12649774244268874,0.23519645560254543,0.03898291479296456
11,0,0.0,0.0,A,-0.559054929186815,-0.06209526126006448,0.14926356814390132,0.2710500137719051,0.0
12,0,0.0,0.0,A,-0.6155119874971339,-0.06635727041184458,0.08556443245474013,0.16385671607644076,0.027246145724385207
13,0,0.0,0.0,A,-0.6815636614583152,-0.06951081680103316,0.10559094231597373,0.17579873225584522,0.0
14,0,0.0,0.0,A,-0.7381813393901986,-0.06813173798734296,0.07817759494735285,0.1293710734888937,0.026154202398502267
15,0,0.0,0.0,A,-0.7765173955835114,-0.06399989807808892,0.10473352991624754,0.1564532794269614,0.0
16,0,0.0,0.0,A,-0.805304201531166,-0.061031268170194664,0.07331444073520453,0.12789197450879108,0.023734686799772056
17,0,0.0,0.0,A,-0.8415694884384446,-0.061570967144547906,0.08927459593648167,0.14526768416937855,0.0
18,0,0.0,0.0,A,-0.8943074221077083,-0.06438254204432636,0.05754696949307676,0.10133378604065188,0.018778111911316425
19,0,0.0,0.0,A,-0.9565992664536955,-0.0668157530966006,0.07264634235289266,0.11287431538433765,0.0
20,0,0.0,0.0,A,-1.0129714952747808,-0.06629983285182894,0.0540695885389503,0.08979359601453077,0.01806020382835445
21,0,0.0,0.0,A,-1.054312935405523,-0.06357542166183411,0.07235470246499207,0.10849553837712633,0.0
22,0,0.0,0.0,A,-1.0860760800437343,-0.06125807095098407,0.05191365677452296,0.08859716022361439,0.01705510110722485
23,0,0.0,0.0,A,-1.1224561670725213,-0.0613339078796134,0.06456615868035699,0.10120528550999067,0.0
24,0,0.0,0.0,A,-1.1726585872502002,-0.06335007747775367,0.04354682882875407,0.07480635010831589,0.014331538151466074
25,0,0.0,0.0,A,-1.2324671378910244,-0.06536942090780434,0.05550924453181769,0.08482574660111963,0.0
26,0,0.0,0.0,A,-1.2887827066003439,-0.06529015812359062,0.04132000909587876,0.0687356321217566,0.013790593887066112
27,0,0.0,0.0,A,-1.3323270666738023,-0.06334402827742219,0.05529459715032408,0.08292848138826316,0.0
28,0,0.0,0.0,A,-1.3662434319667915,-0.06141168570244515,0.04024368661696901,0.06800794568139873,0.013303578006184057
29,0,0.0,0.0,A,-1.4026610026744124,-0.06121679498348753,0.05078295363389557,0.07827338642258412,0.0
30,0,0.0,0.0,A,-1.4509094160944684,-0.06271741784750956,0.03508070417560995,0.05962154366150346,0.011592424507838367
31,0,0.0,0.0,A,-1.5087959748308795,-0.0644540422007619,0.044955270800644334,0.06826195713167582,0.0
32,0,0.0,0.0,A,-1.5650706327702903,-0.06463579711142214,0.03343558178965622,0.05567055257313601,0.011153788450068227
33,0,0.0,0.0,A,-1.610374131012891,-0.06319601968586452,0.04474634165698649,0.06709397723373496,0.0
34,0,0.0,0.0,A,-1.6460446669992197,-0.061531384462926,0.032869070539475215,0.05525874885603613,0.010900108038402896
35,0,0.0,0.0,A,-1.6825204027051182,-0.061161817086272996,0.04191707003950853,0.06403214050537684,0.0
36,0,0.0,0.0,A,-1.729168091076132,-0.06229324434975053,0.02939399727808833,0.04967351934292388,0.009735730397184058
37,0,0.0,0.0,A,-1.7854259071427352,-0.06381449996872324,0.0377951076301547,0.05720923191865579,0.0
38,0,0.0,0.0,A,-1.8416163874016331,-0.06416633000753263,0.028079698726237907,0.04677929132885441,0.009364108815494054
39,0,0.0,0.0,A,-1.8883876275529718,-0.06308965539939326,0.037574186987705684,0.05633030284908382,0.0
40,0,0.0,0.0,A,-1.9255907033035182,-0.061631459392119115,0.02777792761876069,0.04655919518510341,0.009228391372448968
41,0,0.0,0.0,A,-1.9621822791947836,-0.06114353043639548,0.035711581112606715,0.05426245723986274,0.0
42,0,0.0,0.0,A,-2.0074769946717046,-0.0619929083669829,0.025306083076318004,0.04261857441952104,0.008394032558573015
43,0,0.0,0.0,A,-2.062277873802233,-0.06333760402894878,0.03261699895290382,0.049280838495309245,0.0
44,0,0.0,0.0,A,-2.118317207930435,-0.06380498482968877,0.024205420427425666,0.0403403332543851,0.008070257337903123
45,0,0.0,0.0,A,-2.1663399775025827,-0.06300564345470372,0.0323794624944744,0.048538670490396334,0.0
46,0,0.0,0.0,A,-2.20493912923365,-0.06171814867295533,0.024048377302682448,0.04023239221025676,0.007998227936613467
47,0,0.0,0.0,A,-2.2417194461708947,-0.061148821932370034,0.03111567382617767,0.047116894739152426,0.0
48,0,0.0,0.0,A,-2.2858541555207896,-0.06177314987825677,0.02222359744885035,0.03734244661953422,0.007378954945630878
49,0,0.0,0.0,A,-2.3393091785767033,-0.06296559214866937,0.028697609602361198,0.043307230650738,0.0
50,0,0.0,0.0,A,-2.3951208400315878,-0.06351226549246519,0.02127362653870426,0.035463969558661754,0.007091574591242277
51,0,0.0,0.0,A,-2.4442195869013936,-0.06293390402765042,0.028443267096078903,0.0426377266718251,0.0
52,0,0.0,0.0,A,-2.484122071714035,-0.061794485982368474,0.021197116332583206,0.03541872646720218,0.007055010043128538
