label,phi,phi_over_pi,L,mode_index,eigenphase,abs_eigenvalue_minus_1,w_loc3,w_loc5,P0,ipr,overlap_weight,tail_fit_ok,tail_kappa,tail_rmse_log,tail_d_min,tail_d_max,rank_by_w_loc5
paper_max_T300,1.0471975511965976,0.3333333333333333,220,70,1.7038353142157203,5.10702591327572e-15,0.026292550717378158,0.03518047768646692,0.00553739206584865,0.0023119861885496805,0.002564480288924396,1,0.00013404893583567098,0.06068481112405879,6,40,10
paper_max_T300,1.0471975511965976,0.3333333333333333,220,64,1.6545844129268095,6.439293542825908e-15,0.026291042156967467,0.03516075874406565,0.005208793110077143,0.0023040244328204986,0.0025296801215605865,1,0.00016923639004429002,0.04249269952363892,6,40,11
paper_max_T300,1.0471975511965976,0.3333333333333333,220,100,-1.4952463559893574,2.4424906541753444e-15,0.0262131306577973,0.035081724743987866,0.0051251463881577,0.002302519451312995,0.0025176029183655163,1,0.00018556379656256523,0.038049489395033304,6,40,12
paper_max_T300,1.0471975511965976,0.3333333333333333,220,124,-1.4295811015276265,3.774758283725532e-15,0.026176234384259835,0.03507114869436163,0.005546102348653129,0.002312828726533874,0.0025628046936134485,1,0.00025198849960639567,0.06127207668779057,6,40,13
paper_max_T300,1.0471975511965976,0.3333333333333333,220,62,1.6381010885266007,1.3322676295501878e-15,0.026122366263930268,0.03498969763486648,0.005037158013728941,0.0023010354176995537,0.0025039967939949567,1,0.0001490322006248866,0.03205826314423151,6,40,14
paper_max_T300,1.0471975511965976,0.3333333333333333,220,72,1.7201783846041205,2.4424906541753444e-15,0.026014752112409025,0.0349181390440187,0.005536110835546655,0.0023134447461390806,0.002558581016006137,1,0.0003714363745250671,0.06312324857643604,6,40,15
paper_max_T300,1.0471975511965976,0.3333333333333333,220,93,-1.5117431295744292,3.3306690738754696e-15,0.026021401955961643,0.03488707912876702,0.004945875771731514,0.0022995911965601698,0.0024889300943348657,1,8.812438196016651e-05,0.027160611735295947,6,40,16
paper_max_T300,1.0471975511965976,0.3333333333333333,300,0,0.17837951344939998,1.3322676295501878e-15,0.9891819051810578,0.9986265492688683,0.3619705372085699,0.2681260244850822,0.2786269668021353,1,1.1396919399442111,0.08304217956878365,6,40,1
paper_max_T300,1.0471975511965976,0.3333333333333333,300,1,-2.96321314014039,6.661338147750939e-15,0.9891819051810579,0.9986265492688682,0.3619705372085714,0.2681260244850826,0.2786269668021361,1,1.1396919370477259,0.08304218643216411,6,40,2
paper_max_T300,1.0471975511965976,0.3333333333333333,300,2,2.750194426780467,1.3322676295501878e-15,0.9877695280431175,0.9965983161543839,0.24250429069770538,0.19821732391248403,0.002166529866993987,1,1.0236280309906132,0.13480279255550953,6,40,3
paper_max_T300,1.0471975511965976,0.3333333333333333,300,3,-0.3913982268093244,5.329070518200751e-15,0.9877695280431174,0.9965983161543837,0.24250429069770424,0.19821732391248367,0.0021665298669939956,1,1.0236280342655895,0.134802788084421,6,40,4
paper_max_T300,1.0471975511965976,0.3333333333333333,300,164,-1.4968020970102494,1.7763568394002505e-15,0.019557798206025857,0.02607094763859782,0.003822581893393775,0.0016845537428783267,0.001976871692322964,1,0.00017326506930354763,0.036104307594403307,6,40,5
paper_max_T300,1.0471975511965976,0.3333333333333333,300,57,1.6508560496023725,3.9968028886505635e-15,0.019551587165787126,0.026066986534105826,0.003852614420921619,0.0016850577259031854,0.001985117428683278,1,0.00018137629397788183,0.040138961549257376,6,40,6
paper_max_T300,1.0471975511965976,0.3333333333333333,300,54,1.6387221483769312,1.3322676295501878e-15,0.01955074163474728,0.026061608625690288,0.003787813476234093,0.0016840231648813113,0.001967605313298574,1,0.00014079379708298537,0.03167555721794964,6,40,7
paper_max_T300,1.0471975511965976,0.3333333333333333,300,159,-1.4846742429776674,8.881784197001252e-16,0.019530488721723412,0.026048173653705098,0.0038772386483361208,0.0016855264612875146,0.0019922411461388923,1,0.00015776527915247325,0.042973165229901064,6,40,8
paper_max_T300,1.0471975511965976,0.3333333333333333,300,153,-1.5089415896997955,3.3306690738754696e-15,0.019531941744770926,0.02604042587097458,0.003748930440986665,0.0016834742568912367,0.001957409575137668,1,9.6658060447037e-05,0.02799308766784571,6,40,9
paper_max_T300,1.0471975511965976,0.3333333333333333,300,61,1.6629774438645053,0.0,0.019492808614545616,0.026012881198512364,0.0038957372781061234,0.0016859511463590887,0.0019981318222249715,1,0.00010576363294479252,0.0445553422966297,6,40,10
paper_max_T300,1.0471975511965976,0.3333333333333333,300,50,1.6265775641918097,1.7763568394002505e-15,0.019502811407039702,0.026008746323197524,0.003706498825676282,0.001682914723426566,0.0019463654348606829,1,5.255042434272538e-05,0.025692819835295932,6,40,11
paper_max_T300,1.0471975511965976,0.3333333333333333,300,150,-1.5210907216495513,5.773159728050814e-15,0.019464640742594908,0.025967797815930584,0.003661027222422421,0.001682351592790892,0.001934543484667246,1,1.5626085672824564e-05,0.024255561065959292,6,40,12
