label,sequence,phi,phi_over_pi,policy,T,T0,T1,v_fit,v_fit2,v_T,delta_v,deltaP_late_mean,deltaP_final,w_loc3,w_loc5,P0bar,x_mean_final,stable
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,scaled,6000,4000,5000,0.12009573098308099,0.12009924334177181,0.12007057511250221,8.965434828929475e-05,0.4011109881471475,0.44066961819488676,0.5539703396056688,0.5605870994726228,0.1742966690255491,720.4234506750133,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,scaled,8000,5333,6666,0.12009583913709614,0.1200939130948162,0.12005793278446258,4.883493404135575e-05,0.4007795706550447,0.44863442220602756,0.5539795156720893,0.5605879260470132,0.17421717788296964,960.4634622757006,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,scaled,10000,6666,8333,0.12009587729867667,0.1200967031021973,0.12009184968886757,6.532384950110048e-05,0.40109914290385734,0.42411963899182836,0.5539747486269457,0.5605876867662738,0.1742468415170611,1200.9184968886757,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,scaled,12000,8000,10000,0.12009543075979343,0.12009558470267359,0.12008820669009587,5.008437886011574e-05,0.40100390786618006,0.470550225234437,0.5539749122895142,0.5605876349145978,0.17424213278180065,1441.0584802811504,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,scaled,16000,10666,13333,0.12009567493863645,0.12009563510194163,0.1200952852460753,4.298023363501213e-05,0.4009393922139075,0.4397493797458375,0.55397723103517,0.5605878234105356,0.17423586094517746,1921.5245639372047,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,scaled,20000,13333,16666,0.12009566277282052,0.12009528509470407,0.12007533522219987,2.425836917406554e-05,0.4009457911275165,0.4004111749539879,0.553975378238397,0.5605876392170598,0.17419499361901064,2401.5067044439975,1
paper_max_T300,ABB,1.0471975511965976,0.3333333333333333,scaled,24000,16000,20000,0.12009565146238667,0.12009563383940029,0.12008895076216441,2.2238806575314296e-05,0.4010178395419384,0.435398443326386,0.5539755401609981,0.5605876904858438,0.17422410064858934,2882.134818291946,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,fixed,3000,200,250,-0.052317241784364574,-0.052317238624727314,-0.05231990801447739,2.890886892654293e-05,-0.0645252800987461,-0.06452806550950091,0.49400418921553035,0.5245137015891581,0.14296351861479834,-156.95972404343217,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,fixed,6000,200,250,-0.05231722992156076,-0.05231722907549668,-0.05231856426695043,3.0252616453500802e-05,-0.06452546301821838,-0.06452551431033532,0.49400758336146855,0.5245148054323769,0.14293742050699637,-313.9113856017026,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,fixed,8000,200,250,-0.05231722775002808,-0.05231722726223447,-0.052318229933595105,3.0586949808827923e-05,-0.06452550878816832,-0.06452632943357922,0.4940084047580863,0.5245150762057333,0.14293117675464012,-418.54583946876085,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,fixed,10000,200,250,-0.05231722663320487,-0.0523172263155702,-0.052318028502623494,3.078838078043877e-05,-0.06452553576872548,-0.06452578940511378,0.49400888929755626,0.5245152352711356,0.14292748061294486,-523.180285026235,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,fixed,12000,200,250,-0.05231722597609076,-0.05231722575264429,-0.05231789443291621,3.092245048772618e-05,-0.0645255534357098,-0.06452570108128436,0.4940092086050466,0.5245153396850394,0.14292503690210198,-627.8147331949945,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,fixed,16000,200,250,-0.052317225265322016,-0.052317225137329774,-0.05231772683376102,3.109004964291229e-05,-0.06452557519482703,-0.06452556024229883,0.49400960453385867,0.524515469081503,0.14292200533343608,-837.0836293401763,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,fixed,20000,200,250,-0.05231722490519889,-0.052317224822272315,-0.052317626367402906,3.119051600102701e-05,-0.06452558834811058,-0.06452580981603406,0.4940098414464326,0.5245155468958957,0.14292019893832345,-1046.3525273480582,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,fixed,24000,200,250,-0.05231722469570507,-0.052317224637600065,-0.05231755930103456,3.125758236937476e-05,-0.06452559711091793,-0.06452567381155866,0.49400999854664507,0.5245155984203065,0.1429189996263658,-1255.6214232248294,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,scaled,3000,2000,2500,-0.05231722754446123,-0.052317224541902095,-0.05231990801447739,5.33671974743688e-07,-0.06452562642367887,-0.06452806550950091,0.49399662680850537,0.5245128524935594,0.14305585986456298,-156.95972404343217,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,scaled,6000,4000,5000,-0.05231722474700296,-0.05231722473056164,-0.05231856426695043,2.683657875438006e-07,-0.0645256389123857,-0.06452551431033532,0.4940036713474563,0.524514332626234,0.1429844880631111,-313.9113856017026,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,scaled,8000,5333,6666,-0.05231722454049779,-0.05231722449262283,-0.052318229933595105,2.0110937823392128e-07,-0.06452563719323778,-0.06452632943357922,0.49401077395123366,0.5245158518795145,0.14291306236848308,-418.54583946876085,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,scaled,10000,6666,8333,-0.05231722439437112,-0.05231722437745423,-0.052318028502623494,1.6105065413912767e-07,-0.064525639072883,-0.06452578940511378,0.4940065023788924,0.5245149329125666,0.14295591389575554,-523.180285026235,1
refined_max_T6000,A,0.9285151620609833,0.29555555555555557,scaled,12000,8000,10000,-0.052317224302237855,-0.0523172242942451,-0.05231789443291621,1.3406970728740975e-07,-0.06452564068176556,-0.06452570108128436,0.4940072176610288,0.5245150889871899,0.1429487824002883,-627.8147331949945,1
