label,sequence,phi,phi_over_pi,policy,metric_name,n_points,T_min,T_max,limit_estimate_deg1,rmse_deg1,limit_estimate_deg2,rmse_deg2
pp_primary_mid_T6000,A,1.7535935734890633,0.5581861707899305,scaled,v_fit,7,6000,24000,-0.059838404484962214,1.3256996131310235e-10,-0.05983840522247977,4.678947798720638e-12
pp_primary_mid_T6000,A,1.7535935734890633,0.5581861707899305,scaled,deltaP_late_mean,7,6000,24000,-0.07436686046886466,1.341454477180225e-09,-0.07436685314879303,2.652198335363616e-10
pp_primary_mid_T6000,A,1.7535935734890633,0.5581861707899305,scaled,w_loc3,7,6000,24000,0.6272431272141585,1.1736856735444725e-06,0.6272413960074216,1.1317337307226477e-06
pp_primary_mid_T6000,A,1.7535935734890633,0.5581861707899305,scaled,w_loc5,7,6000,24000,0.6436211347255182,1.4365526475791413e-07,0.643620921937371,1.3847624670134462e-07
pp_primary_mid_T6000,A,1.7535935734890633,0.5581861707899305,scaled,P0bar,7,6000,24000,0.20997217471612747,2.7414573613427165e-05,0.21001255785493328,2.6437329086780397e-05
pp_primary_mid_T6000,B,1.7535935734890633,0.5581861707899305,fixed,v_fit,7,6000,24000,-0.011391649158674017,5.588989139843063e-08,-0.011391697175432466,5.5220259560837e-08
pp_primary_mid_T6000,B,1.7535935734890633,0.5581861707899305,fixed,deltaP_late_mean,7,6000,24000,-0.03466612551869057,7.792185466709231e-05,-0.03467371870710136,7.790991488211207e-05
pp_primary_mid_T6000,B,1.7535935734890633,0.5581861707899305,fixed,w_loc3,7,6000,24000,0.9182661508318849,7.076081783528905e-11,0.918266150519199,4.303418708734563e-11
pp_primary_mid_T6000,B,1.7535935734890633,0.5581861707899305,fixed,w_loc5,7,6000,24000,0.918597081698664,2.7436937981410205e-10,0.9185970832255179,6.867353004175144e-12
pp_primary_mid_T6000,B,1.7535935734890633,0.5581861707899305,fixed,P0bar,7,6000,24000,0.422201850000941,1.3876226257479423e-07,0.4222026224381077,7.374136781066513e-10
pp_primary_mid_T6000,B,1.7535935734890633,0.5581861707899305,scaled,v_fit,7,6000,24000,-0.011390754787330683,8.101304020483857e-07,-0.011394283053021726,5.045673872815249e-07
pp_primary_mid_T6000,B,1.7535935734890633,0.5581861707899305,scaled,deltaP_late_mean,7,6000,24000,-0.03512283062307448,0.0003955520421077551,-0.03404506565018824,0.0003449302384276211
pp_primary_mid_T6000,B,1.7535935734890633,0.5581861707899305,scaled,w_loc3,7,6000,24000,0.9182661567910735,3.605831008894867e-08,0.9182661031707384,3.474794725729947e-08
pp_primary_mid_T6000,B,1.7535935734890633,0.5581861707899305,scaled,w_loc5,7,6000,24000,0.9185970831214391,3.4443079720600445e-10,0.9185970828508552,3.4098371436732233e-10
pp_primary_mid_T6000,B,1.7535935734890633,0.5581861707899305,scaled,P0bar,7,6000,24000,0.4221938134465097,5.512242371332497e-05,0.42227501172300586,5.3157480909866345e-05
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,fixed,v_fit,7,6000,24000,0.0870468875834,6.617863624201987e-07,0.08704935721268453,4.910619991714935e-07
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,fixed,deltaP_late_mean,7,6000,24000,0.2898711480976025,1.9792988065110354e-05,0.2897889460906511,1.3179753274620635e-05
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,fixed,w_loc3,7,6000,24000,0.08324083875033239,9.681433005994883e-06,0.08320296407881575,6.887566737315569e-06
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,fixed,w_loc5,7,6000,24000,0.09262612800248529,1.3094867202440082e-05,0.0925745338498068,9.250577347152762e-06
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,fixed,P0bar,7,6000,24000,0.0180076655795192,4.516902571447573e-07,0.01800533512696897,1.6959755472607937e-07
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,scaled,v_fit,7,6000,24000,0.08704886886366911,4.199842879584672e-06,0.08705595171879077,4.002471367331782e-06
