label,phi,phi_over_pi,L,rank_by_w_loc5,mode_index,w_loc3,w_loc5,P0,ipr,overlap_weight,tail_fit_ok,tail_kappa,tail_rmse_log
refined_max_T6000,0.9285151620609833,0.29555555555555557,300,14,92,0.020225280428340778,0.026680478524614023,0.0038710015735609784,0.0016845525123253147,0.001847117285748717,1,8.227958062835796e-06,0.016850953892065663
refined_max_T6000,0.9285151620609833,0.29555555555555557,300,15,68,0.020155260504009773,0.026674966366113415,0.004229912722755035,0.0016854995799383122,0.001781835653441355,1,3.5799553286280243e-06,0.016102822573543757
refined_max_T6000,0.9285151620609833,0.29555555555555557,300,16,79,0.020200133997042673,0.02664598125468308,0.0038220413918193716,0.0016844901742050695,0.001848953194823403,1,2.5691889673924292e-05,0.01984055394547693
pp_primary_mid_T6000,1.7535935734890633,0.5581861707899305,120,1,0,0.9916795526890233,0.9977244896478741,0.22769409056244028,0.2205535142809454,0.032146709131614964,1,1.1310372765246495,0.19259671755231939
pp_primary_mid_T6000,1.7535935734890633,0.5581861707899305,120,2,1,0.9916795526890232,0.9977244896478741,0.22769409056244014,0.22055351428094547,0.032146709131614895,1,1.1310372768014576,0.192596717261402
pp_primary_mid_T6000,1.7535935734890633,0.5581861707899305,120,3,179,0.45529011423820204,0.5957256677019275,0.02617438235990098,0.05697004084924725,0.02419559329232995,1,0.15178271222675124,0.028587366512168637
pp_primary_mid_T6000,1.7535935734890633,0.5581861707899305,120,4,185,0.4552898841559922,0.5957253673606719,0.026174369589783003,0.056969983622626105,0.02419558144843851,1,0.1517826074007541,0.028587324157883388
pp_primary_mid_T6000,1.7535935734890633,0.5581861707899305,120,5,206,0.05092774765051653,0.07884523504147636,0.013901215288579315,0.006066030368110777,0.005980708126008422,1,0.06403117555800278,0.11772116591604398
pp_primary_mid_T6000,1.7535935734890633,0.5581861707899305,120,6,295,0.06401461157783034,0.07867882496219004,0.011042338319781514,0.005196645844511067,0.006855012714120416,1,0.0009992051108034905,0.4380280711555549
pp_primary_mid_T6000,1.7535935734890633,0.5581861707899305,120,7,222,0.05156155529855813,0.07847829938473577,0.014336879925358658,0.006181459557049263,0.006095515873879612,1,0.04847899946546649,0.12882227694681708
pp_primary_mid_T6000,1.7535935734890633,0.5581861707899305,120,8,319,0.06718021710578154,0.07805290589591796,0.011956649398503107,0.005577600679122607,0.0073813616668655544,1,0.0,0.6486951703774422
pp_primary_mid_T6000,1.7535935734890633,0.5581861707899305,120,9,290,0.05465206745346567,0.07712957036696859,0.006716163420576006,0.005427148022850803,0.003963073078485131,1,0.0,0.5863267288768284
pp_primary_mid_T6000,1.7535935734890633,0.5581861707899305,120,10,272,0.0552818029631666,0.07605889200454806,0.007541917363220629,0.005494837101485309,0.004221732318380958,1,0.0,0.3128172509779129
