label,sequence,phi,phi_over_pi,t,x_mean,deltaP,w_loc3_inst,w_loc5_inst,P0
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,0,0.0,0.0,0.9999999999999998,0.9999999999999998,0.9999999999999998
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,1,-0.1382301328771871,-0.1382301328771871,1.0,1.0,0.0
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,2,-0.04082845240410765,-0.020414226202053826,1.0,1.0,0.8523171049817975
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,3,0.46287605155065653,0.46890571560080796,1.0000000000000002,1.0000000000000002,0.0
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,4,1.22164488480494,0.613110740623864,0.983445735211532,0.9999999999999999,0.23217046622816867
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,5,0.5010322063613226,0.39262059836023844,0.9975552182511412,1.0,0.0
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,6,1.106830607299548,0.5484443274083473,0.9772082825876338,0.9996389475536409,0.36767557443672955
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,7,1.617628583695895,0.8217602973222471,0.9827081386073253,0.9997259563173133,0.0
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,8,1.3597712401275288,0.6309359374618309,0.9310294344102245,0.9972651421865073,0.25156729864208754
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,9,1.4410806253547204,0.6515145726582722,0.9668445265735519,0.9990580084765932,0.0
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,10,1.4845859585424341,0.4783619067562609,0.744824927523614,0.974336871866633,0.37291580349137915
pp_primary_mid_T6000,ABB,1.7535935734890633,0.5581861707899305,11,1.3089605776837503,0.6740724015863269,0.9429013087625381,0.9960102464254587,0.0
