T,policy,phi_index,phi,phi_over_pi,T0,T1,v_fit_A,v_fit_B,v_fit_ABB,v_fit2_A,v_fit2_B,v_fit2_ABB,v_T_A,v_T_B,v_T_ABB,delta_v_A,delta_v_B,delta_v_ABB,deltaP_late_mean_ABB,deltaP_final_ABB,w_loc3_ABB,w_loc5_ABB,P0bar_ABB,stable_A,stable_B,stable_ABB,strict_raw,drift_raw,strict_stage3,drift_stage3,pp_primary,pp_sensitivity,mismatch_sign,adv_v
900,fixed,46,4.014257279586958,1.2777777777777777,200,250,-0.05970428846450907,-0.007547340329727328,-0.18498333306399717,-0.059706433341815635,-0.0075446868615077585,-0.18497773943269374,-0.059721750269604516,-0.007475267897875043,-0.1775346812277124,0.00022684669555995962,0.003728603928139636,0.018655600943261685,-0.5727524990114543,-0.470617217851674,0.2775562868204735,0.29582820895308976,0.05188820912944437,1,1,1,1,0,0,0,0,0,0,-0.17743599273426985
900,fixed,47,4.101523742186674,1.3055555555555556,200,250,-0.06041550280333826,-0.007966174160451766,-0.179666706083241,-0.060414122105753996,-0.007966339736263733,-0.17966617351499112,-0.060434523319362166,-0.00790797659275587,-0.17254867013169284,9.479186398297229e-05,0.003734826150299464,0.02022331007710587,-0.5836474487405008,-0.6625879803538859,0.30022851612580204,0.3183940518432071,0.058394124432148614,1,1,1,1,0,0,0,0,0,0,-0.17170053192278925
900,fixed,48,4.1887902047863905,1.3333333333333333,200,250,-0.06077927741043605,-0.008453500851302496,-0.15152628195593498,-0.06077909337580495,-0.008455986709956387,-0.15153955161299032,-0.06077597553423398,-0.008484994212041033,-0.14516424475811662,6.553294229811463e-05,0.0034364283265837983,0.016948721410784157,-0.5285359530701039,-0.5142865692895207,0.32564413608476966,0.34393237866113896,0.0660726484955004,1,1,1,1,0,0,0,0,0,0,-0.14307278110463248
900,fixed,49,4.276056667386107,1.361111111111111,200,250,-0.060814250008444176,-0.00901479921394809,-0.10296181833040062,-0.0608143067701616,-0.00901768928491525,-0.1029572712081582,-0.06080618704722437,-0.009153914178600618,-0.09904373721020097,4.298243227816162e-05,0.003527173960395132,0.011932255531619251,-0.38872829063013453,-0.517131714772966,0.3478713464388674,0.3660004782984875,0.07351010964690179,1,1,1,1,0,1,0,0,0,0,-0.09394701911645253
900,fixed,50,4.363323129985823,1.3888888888888888,200,250,-0.06062539445010825,-0.00967731573388934,-0.04549538864514514,-0.06062546314829574,-0.00967988401260217,-0.04545944269559622,-0.06061722034913452,-0.009788762702624203,-0.04426931667615064,3.459771307554732e-05,0.0033950226050806897,0.004612877853969459,-0.17337782590727474,-0.2328832039780236,0.3583701171739719,0.37443191774274465,0.08029510727686809,1,1,1,1,0,1,0,0,0,0,-0.0358180729112558
900,fixed,51,4.4505895925855405,1.4166666666666667,200,250,-0.06027100255396503,-0.010498457663033114,-0.004810533751549435,-0.06027103930098713,-0.010504621246491793,-0.004770756531652861,-0.06026343613499489,-0.01042288914945325,-0.004586323979641907,2.743902293437378e-05,0.003668432263743044,0.0010589430873213209,0.021611645245021398,0.03887442218689918,0.3604506881237491,0.3722022116994022,0.08742401466777212,1,1,1,1,0,1,0,0,0,0,0.005687923911483679
900,fixed,52,4.537856055185257,1.4444444444444444,200,250,-0.05978820416129881,-0.01151161999732751,0.011735443734638602,-0.05978820177958587,-0.011524148154256831,0.011778129273869974,-0.05978155779205421,-0.011461412985907273,0.011215765239926234,2.1660432056251622e-05,0.003473616974862974,0.0026985133820902237,0.03809526496289396,-0.0011867388347243657,0.4061082028172932,0.4237192810127529,0.10579751054911166,1,1,1,1,1,1,1,0,0,0,0.02324706373196611
900,fixed,53,4.625122517784973,1.4722222222222223,200,250,-0.059203422494930165,-0.012692773745003171,0.008685088219302774,-0.059203384977982644,-0.012701238114800575,0.00876146661738305,-0.0591979022348694,-0.012862802288355832,0.007775737449318305,1.7792725658903608e-05,0.003579449302051207,0.0030367495426394204,-0.09719225782966509,-0.37112024308051017,0.6650544037995567,0.6997332732766497,0.18159740381600248,1,1,1,1,1,1,0,0,0,0,0.021377861964305946
900,fixed,54,4.71238898038469,1.5,200,250,-0.05853660400487774,-0.014159015944283376,0.005056202168307692,-0.058536545125935716,-0.014159517856371366,0.005073873070576881,-0.05853236525881946,-0.01402210274835148,0.005083445896362512,1.3087487924605401e-05,0.0034052352001259466,0.004155131444807111,-0.15680371049239006,-0.004259107806430906,0.7319636722461457,0.7549540642043251,0.20833980355829934,1,1,0,1,1,1,0,0,0,0,0.019215218112591068
900,fixed,55,4.799655442984406,1.5277777777777777,200,250,-0.057803479336246924,-0.016000369930061,0.0010824089920466375,-0.05780341959442257,-0.015990134398356042,0.0010687748309688083,-0.057800653305182276,-0.016175437813615086,0.000692687793923025,9.555705112865298e-06,0.0033085171661574007,0.0038507819588948088,-0.17192754511179922,-0.16897327789115246,0.7465861443791951,0.7634335772424888,0.21890449997283978,1,1,0,1,1,1,0,0,0,0,0.01708277892210764
900,fixed,56,4.886921905584122,1.5555555555555556,200,250,-0.05701696562711284,-0.01829264690737867,-0.00280058485112076,-0.05701692447588251,-0.018271571073768565,-0.0028444838538889097,-0.05701566526976135,-0.01812653983439203,-0.0038091495270836232,5.432780125047554e-06,0.003509182417621444,0.0032023470889899824,-0.176052157715811,-0.4588136655086268,0.742137517130353,0.7558965835202541,0.22122935677825836,1,1,0,1,0,1,0,0,0,0,0.015492062056257912
900,fixed,57,4.974188368183839,1.5833333333333333,200,250,-0.056188124855847656,-0.021224464769637713,-0.006361329081045405,-0.05618810880960858,-0.02121488573469819,-0.006422502437699098,-0.05618841488556571,-0.021258691471976367,-0.007247800889544777,2.7264464721177273e-06,0.003306099219978882,0.0030838982103744868,-0.1728916595442785,-0.4364242336157682,0.7270351144312379,0.7392610614456937,0.21849061272914275,1,1,1,1,0,1,0,0,0,0,0.014863135688592308
900,fixed,58,5.061454830783555,1.611111111111111,200,250,-0.055326867451340266,-0.025120925146889534,-0.009512413445510792,-0.05532685833265344,-0.02514746992464009,-0.009574685041783208,-0.05532875516192663,-0.02526023801925513,-0.010192637426352956,7.014103125209392e-06,0.0031821977907618114,0.002752461468406394,-0.1627044923848061,-0.36165429945772803,0.7037975796640394,0.7153167967543511,0.2114734747009375,1,1,1,1,0,1,0,0,0,0,0.015608511701378742
900,fixed,59,5.148721293383272,1.6388888888888888,200,250,-0.05444250717410484,-0.03039578377701586,-0.012224386283700673,-0.054442467232331676,-0.03039368389751838,-0.012274429929685526,-0.05444618100081329,-0.030232624477297864,-0.01299990521806667,1.149136819918184e-05,0.0032675094053367416,0.002797808675224299,-0.14761016372871252,-0.40767975257701766,0.6728769136478996,0.6842335820035201,0.2000144718895059,1,1,1,1,0,1,0,0,0,0,0.018171397493315186
900,fixed,60,5.235987755982989,1.6666666666666667,200,250,-0.053544229012377306,-0.03761558151042523,-0.014441421770941116,-0.0535441448524339,-0.03759371343581,-0.014457485381651845,-0.05355000704543292,-0.03798156546095767,-0.01472642434996659,1.642552036384276e-05,0.002726075259621777,0.0021752927050794606,-0.12846649056341852,-0.18904691753067623,0.6338760978423579,0.6455892173780758,0.18425515005447088,1,1,1,1,0,1,0,0,0,0,0.023174159739484116
900,fixed,61,5.323254218582705,1.6944444444444444,200,250,-0.052641449770966554,-0.0477098128155836,-0.016190541673544643,-0.052641374882753285,-0.04772361160021349,-0.01616386661622315,-0.05264932142910736,-0.048030513572127995,-0.01661011262602455,2.2519635440858277e-05,0.002351566155730511,0.00227876069423974,-0.11439234744988179,-0.28482334356066813,0.5862399601803806,0.5988748176902099,0.16391944809098713,1,1,1,1,0,1,0,0,0,0,0.03151927114203895
900,fixed,62,5.410520681182422,1.7222222222222223,200,250,-0.05174447164433852,-0.06196080231467851,-0.017180958123123632,-0.051744473063698386,-0.061992146248184644,-0.017139767794902526,-0.051755002627464,-0.06224537074397339,-0.017335566553996363,2.9228335912373504e-05,0.0017364131058018317,0.0019756983223854583,-0.0959968388588841,-0.17760769916030505,0.5298345811183269,0.5439373198817783,0.1408987300401185,1,1,1,1,0,1,0,0,0,0,0.03456351352121489
900,fixed,63,5.497787143782138,1.75,200,250,-0.05086489582945535,-0.08011929060425753,-0.01726408296631215,-0.05086486874512247,-0.08012046092316312,-0.01729588812011938,-0.05087829927009931,-0.0801629273244663,-0.017655383518101093,3.7543643106797975e-05,0.0006694586735262742,0.0022696446721284375,-0.07693370217087293,-0.25827351064857423,0.4653907833948257,0.4813973153649332,0.11646858804745179,1,1,1,1,0,1,0,0,0,0,0.033600812863143203
900,fixed,64,5.585053606381854,1.7777777777777777,200,250,-0.050015706074392256,-0.09723103689106967,-0.016488431994382463,-0.050015636589969575,-0.09722920491653063,-0.01647289977698163,-0.050032244010780394,-0.0972525798262302,-0.016503395188923835,4.614962025496078e-05,0.00017186700878171757,0.001745976960567542,-0.05983136983769377,-0.10489779528794924,0.39431287353188355,0.41260033509565724,0.09273315201741507,1,1,1,1,0,1,0,0,0,0,0.03352727408000979
900,fixed,65,5.672320068981571,1.8055555555555556,200,250,-0.049211446365555724,-0.11246733193255677,-0.01466358822648997,-0.04921171275790464,-0.11246870065611263,-0.014689389025480948,-0.049231883108840246,-0.11247423038390146,-0.014768977910490545,5.2022220676330166e-05,4.836282952093429e-05,0.001926893675043933,-0.038268278382136686,-0.1465104969031048,0.31889237222435,0.33924516003659394,0.07165921070491323,1,1,1,1,0,1,0,0,0,0,0.03454785813906575
900,fixed,66,5.759586531581287,1.8333333333333333,200,250,-0.04847018102923631,-0.12620115245497518,-0.011732166912456267,-0.04846993753629189,-0.126201572811813,-0.01170862644591744,-0.048494585306698104,-0.1262011564599506,-0.011461444869825988,6.300742523299846e-05,3.141269506160005e-05,0.0014701863987629064,-0.017746626812133365,0.03658798560082355,0.2379582028216847,0.25851306874548285,0.053865104813351515,1,1,1,1,0,1,0,0,0,0,0.03673801411678004
900,fixed,67,5.8468529941810035,1.861111111111111,200,250,-0.04781043507663436,-0.13861579333687324,-0.007635482509670983,-0.047810379012520034,-0.1386162349378139,-0.007640794699078249,-0.0478403089998932,-0.13861712073764001,-0.007428808601028697,8.542559542826927e-05,2.5862991334613117e-05,0.0009912448589906708,0.0020062311418551247,0.034631532471542936,0.14005509821613019,0.15187642021828898,0.038201587152137347,1,1,1,1,0,1,0,0,0,0,0.04017495256696337
900,fixed,68,5.93411945678072,1.8888888888888888,200,250,-0.04725474086304857,-0.14982802836248113,-0.004103127381441307,-0.04725502389478455,-0.14983020866945765,-0.004082173821247198,-0.04729021758975054,-0.14983767887505614,-0.004260848783283097,9.207374212191755e-05,4.1273635765060046e-05,0.0006160719713694035,0.0073118368375764044,-0.010880332864928954,0.1012562854340161,0.1045733305438973,0.03221979909032308,1,1,1,1,0,1,0,0,0,0,0.04315161348160726
900,fixed,69,6.021385919380437,1.9166666666666667,200,250,-0.04682044130904246,-0.15991679320829122,-0.0034652799932646263,-0.04682035313372467,-0.1599208903142908,-0.00346368114623281,-0.0468652315373903,-0.15994823069442757,-0.003637948007765927,0.00012871678094190236,0.0001063689551895064,0.0006725438456550376,0.015125784995865355,0.003614484821667374,0.09349569754920095,0.09665841735541912,0.028942131551654097,1,1,1,1,0,1,0,0,0,0,0.04335516131577784
900,fixed,70,6.1086523819801535,1.9444444444444444,200,250,-0.04653811896423733,-0.1688854591953052,-0.005340421950948597,-0.04653710506622316,-0.168894089648894,-0.005347280129123391,-0.04658442153101855,-0.16895660472918486,-0.005537731032369136,0.00013391835828535648,0.0002219789653400417,0.0008391594916618917,0.032509902837417934,0.022073022678149756,0.08050589657436247,0.08598489297179271,0.02282741637530093,1,1,1,1,0,1,0,0,0,0,0.04119769701328874
900,fixed,71,6.19591884457987,1.9722222222222223,200,250,-0.04637945387022395,-0.1764531369292143,-0.010835210158365104,-0.04638037324553834,-0.17645840012408096,-0.010856454154812288,-0.04644727303131505,-0.17653825285293984,-0.010963841331089463,0.00019675338459416297,0.0003323385514600319,0.0009341486296815596,0.05676506801504994,0.051415005123274904,0.046659039245629925,0.05691833512571945,0.010420273968043224,1,1,1,1,0,1,0,0,0,0,0.035544243711858846
1200,fixed,0,0.0,0.0,200,250,-0.046357849719204876,-0.1803771828743794,-0.012839722856586138,-0.04635782717489306,-0.18037730081476816,-0.01283916296635514,-0.046416043644717325,-0.18054052242281118,-0.012503714588180047,0.00023707330217922346,0.0006769126710520768,0.0012723030496618916,0.0906391535922421,0.09103022140927974,0.015952595755833486,0.0286223039584404,0.0019424153954877644,1,1,1,1,0,1,0,0,0,1,0.033518126862618736
1200,fixed,1,0.08726646259971647,0.027777777777777776,200,250,-0.04638288421539283,-0.1764253923288892,-0.0031779281660959326,-0.046383611665752965,-0.17642535366288128,-0.0031750950797267384,-0.04643317840267572,-0.17650146420068497,-0.002929143458925767,0.00021084801323371927,0.0003691272037146809,0.0010689632940682448,0.07993743887919856,0.10489510284435749,0.21306808770753435,0.2522947617387311,0.048804949169288646,1,1,1,1,0,1,0,0,0,0,0.043204956049296896
1200,fixed,2,0.17453292519943295,0.05555555555555555,200,250,-0.04653408062861815,-0.1688888418795728,0.006485791182797154,-0.04653327212232154,-0.16889307229967918,0.006490920081178399,-0.04657123423417835,-0.1689401862608157,0.006722257955798868,0.0001471056551250391,0.00023839743370909772,0.0009068816560044955,0.08965306117744115,0.14405535250468465,0.42551110605936265,0.4528921807715717,0.12069860943423937,1,1,1,1,1,1,0,0,0,0,0.053019871811415306
1200,fixed,3,0.2617993877991494,0.08333333333333333,200,250,-0.0468215393390092,-0.1599176717114322,0.01715450065714069,-0.04682159450179329,-0.1599196333319957,0.017161762751246933,-0.04685474323807288,-0.15994185030489724,0.017367355257019258,0.000139205080259254,0.00011274934471969256,0.0008323573834315527,0.11654194406248901,0.18434768662681628,0.522856244303277,0.5398474224323262,0.16191969144730772,1,1,1,1,1,1,1,0,0,0,0.06397603999614988
1200,fixed,4,0.3490658503988659,0.1111111111111111,200,250,-0.04725439668763454,-0.14982854020888106,0.028557961852384173,-0.04725449326345047,-0.14982958490352496,0.02855591473412352,-0.047281107323679815,-0.14983609649783475,0.028745726689636885,0.00010118400819247864,4.285601298650854e-05,0.0008875270351276221,0.14409359034836142,0.21972823121207044,0.5706901668721427,0.5826799797067377,0.18465077862961013,1,1,1,1,1,1,1,0,0,0,0.0758123585400187
1200,fixed,5,0.4363323129985824,0.1388888888888889,200,250,-0.04781046382520149,-0.13861599804517133,0.04052350595047134,-0.04781044488767995,-0.13861620401336092,0.0405196398892429,-0.04783285524860138,-0.13861583908468036,0.0406735170135342,9.287934672039949e-05,2.4581338374851658e-05,0.0009378560250155876,0.17011078657554526,0.23276893611346694,0.5975728299873617,0.6074372195535052,0.19750311156544995,1,1,1,1,1,1,1,0,0,0,0.08833396977567283
1200,fixed,6,0.5235987755982988,0.16666666666666666,200,250,-0.048470118783541745,-0.12620137793865202,0.05339188481512753,-0.048469998868936916,-0.12620157749324543,0.053391594826850394,-0.048488463510842635,-0.12620086368906566,0.053486762282478326,6.912922108817665e-05,3.111992417637044e-05,0.0008897139536273094,0.20421892478625345,0.2754463340230882,0.6107422952526764,0.6189185522604822,0.20406443857526496,1,1,1,1,1,1,1,0,0,0,0.10186200359866927
1200,fixed,7,0.6108652381980153,0.19444444444444445,200,250,-0.04921148137736113,-0.11246734419113268,0.06637534150581252,-0.04921160647006229,-0.11246796883489117,0.06637509598959623,-0.049226824068490646,-0.11247107591877428,0.06644288432108279,5.708126102599298e-05,5.151729464802912e-05,0.001183477883832565,0.24030210700922255,0.3219969402262766,0.6135373826615821,0.6205972885778938,0.2057855182480577,1,1,1,1,1,1,1,0,0,0,0.11558682288317365
1200,fixed,8,0.6981317007977318,0.2222222222222222,200,250,-0.050015616909640855,-0.09723046829673623,0.0789722093726065,-0.050015579662674906,-0.09722955951738459,0.07897414744196363,-0.05002793598194458,-0.09724735710757598,0.07900978579048254,5.045764909135386e-05,0.00017708972743604723,0.0012719054936285584,0.2759140979832411,0.3576632885905906,0.6100684575265756,0.6165424215234628,0.20396598776436067,1,1,1,1,1,1,1,0,0,0,0.12898782628224736
1200,fixed,9,0.7853981633974483,0.25,200,250,-0.050864869658802034,-0.08011809858988472,0.09084618151472004,-0.050864854451994464,-0.0801185547637017,0.09084494586658018,-0.050874828433760504,-0.0801716283851877,0.0908169140012566,4.10144794458292e-05,0.0006607576128049714,0.001479653233674591,0.3099488899010498,0.3701540032694291,0.6017601895920339,0.6079709097232144,0.19938144332571153,1,1,1,1,1,1,1,0,0,0,0.14171105117352206
1200,fixed,10,0.8726646259971648,0.2777777777777778,200,250,-0.051744470373025014,-0.061973133460432685,0.10175152572862166,-0.0517444699459625,-0.061988364381088325,0.10175338642207554,-0.05175239665515527,-0.06189334847896036,0.10170984358358673,3.1834308220679564e-05,0.0020884353708148506,0.0016273183867446944,0.34267536740101096,0.40892940319985105,0.5893499206563105,0.5955233147412409,0.19258388817987337,1,1,1,1,1,1,1,0,0,0,0.15349599610164666
1200,fixed,11,0.9599310885968813,0.3055555555555556,200,250,-0.05264141806660935,-0.04772653113214098,0.1115427030363338,-0.05264138091420034,-0.047734052824398486,0.1115442358309183,-0.05264736942709644,-0.047607412955351404,0.11144288235988735,2.4471637451027595e-05,0.0027746667725070326,0.0018869332406883516,0.3729210013298486,0.4169775515032039,0.5733069446081855,0.579626601811965,0.18411119017057442,1,1,1,1,1,1,1,0,0,0,0.15926923416847477
1200,fixed,12,1.0471975511965976,0.3333333333333333,200,250,-0.053544178609253645,-0.03761552785766222,0.12009875517934922,-0.05354413580105377,-0.03760550778713106,0.12009627131852905,-0.05354851411277644,-0.037502964082694025,0.11999386903462837,1.7918453020654423e-05,0.0031929555599473844,0.002186829967445278,0.401269059104977,0.4544234633269196,0.5539643249274969,0.5605989222609418,0.17436398079516266,1,1,1,1,1,1,1,0,0,0,0.15771428303701143
1200,fixed,13,1.1344640137963142,0.3611111111111111,200,250,-0.05444248173077884,-0.030400382626776988,0.12720736413549216,-0.05444246070302524,-0.030399923054193544,0.12720106903159842,-0.0544452903338089,-0.030249262581987284,0.1271085013321078,1.2382035202922193e-05,0.003250871300647294,0.0022502791661555,0.4264359147891025,0.48846606859657815,0.531577271356816,0.5387038651005744,0.16383645836783822,1,1,1,1,1,1,1,0,0,0,0.15760774676226916
1200,fixed,14,1.2217304763960306,0.3888888888888889,200,250,-0.05532684782974911,-0.025153580746234194,0.13253015575143404,-0.05532684123959783,-0.025168380482631345,0.13252207685875653,-0.05532827289708785,-0.025340350668144586,0.1324888185451783,7.4963679643769154e-06,0.0031638501522477103,0.0023588179449726687,0.44971193486276884,0.5475438390996267,0.5062920329249314,0.5141586346592943,0.15273703277578032,1,1,1,1,1,1,1,0,0,0,0.15768373649766823
1200,fixed,15,1.3089969389957472,0.4166666666666667,200,250,-0.05618809823443046,-0.021255375815861746,0.1354869610641569,-0.05618808802530608,-0.021253195793587195,0.1354776483069092,-0.056188256795620624,-0.021186954650445934,0.13542360094299585,2.8845364168639254e-06,0.0033778360415093432,0.0024443784160741167,0.46954987977458895,0.5470586998787856,0.478118443244572,0.4870739912634351,0.1413817204488032,1,1,1,1,1,1,1,0,0,0,0.15674233688001865
1200,fixed,16,1.3962634015954636,0.4444444444444444,200,250,-0.057016925083137056,-0.01829361963411724,0.13524503838619145,-0.057016902504700775,-0.018284146587860615,0.13523606723492962,-0.0570159236778348,-0.018224590543346898,0.1350844136545656,5.691188198757302e-06,0.0034111317086666024,0.002438670089033368,0.48535864989014144,0.4856652881563782,0.44659819654950783,0.45723198664595877,0.1296433041157276,1,1,1,1,1,1,1,0,0,0,0.1535386580203087
1200,fixed,17,1.48352986419518,0.4722222222222222,200,250,-0.05780342459093012,-0.01599097873243519,0.13069833352726687,-0.057803392628578275,-0.015986013665590666,0.1306926863680891,-0.0578013307652396,-0.016079147478646333,0.13070055518601864,1.0233165170021874e-05,0.0032574079920401865,0.002479140298699306,0.4945624990380467,0.5414314839133783,0.41002973608086646,0.42343161376739274,0.11679619270537249,1,1,1,1,1,1,1,0,0,0,0.14668931225970205
1200,fixed,18,1.5707963267948966,0.5,200,250,-0.05853653771045731,-0.01415017806351905,0.12071021370178676,-0.05853650537507346,-0.01414978902278241,0.1207087286656908,-0.05853332270999896,-0.014217967631050522,0.12100217513229607,1.404493910460436e-05,0.0033955908527942506,0.0021547627192869817,0.4869674616986075,0.6026516391154818,0.36277607533608436,0.3811328539078258,0.10119604734211579,1,1,1,1,1,1,1,0,0,0,0.13486039176530581
1200,fixed,19,1.658062789394613,0.5277777777777778,200,250,-0.05920334758468856,-0.012696205146194241,0.10573540255156114,-0.059203324319614115,-0.012700825987899783,0.1057403309111209,-0.059199157325764584,-0.012631993096060983,0.10593554541695074,1.9047816554401686e-05,0.003348640109756303,0.0022515262790933077,0.4426068005244945,0.4269660127164193,0.28226844627826647,0.30977154028038933,0.07497454915629971,1,1,1,1,1,1,1,0,0,0,0.11843160769775538
1200,fixed,20,1.7453292519943295,0.5555555555555556,200,250,-0.05978812930792556,-0.01148637939692068,0.08835503707978795,-0.059788122057883364,-0.011490165601981614,0.08838353515123397,-0.05978315268735171,-0.011549641465551536,0.08856970005313491,2.3255327353505217e-05,0.00342048218252863,0.001656248449845285,0.29850107280953647,0.29260896788369245,0.08864374076390685,0.10198699882917328,0.019936923122616693,1,1,1,1,1,1,1,1,1,0,0.09984141647670863
1200,fixed,21,1.832595714594046,0.5833333333333333,200,250,-0.06027092472768064,-0.010519205754082326,0.07957712923759468,-0.06027093461281383,-0.010523854523662128,0.07953745682017956,-0.060264936054194,-0.010563935813787924,0.07887174089100393,2.8938942133911738e-05,0.0035273855994083746,0.002829283104766156,0.22434991698893864,0.13721314000343,0.19327917004141312,0.22333501407561973,0.03399366353728128,1,1,1,1,1,1,1,0,0,0,0.090096334991677
1200,fixed,22,1.9198621771937625,0.6111111111111112,200,250,-0.060625316909022293,-0.009694628035058519,0.08001102422236635,-0.06062534054077578,-0.009696920949261332,0.07994053635659418,-0.06061908026242258,-0.009619541539655687,0.07976307919835499,3.6457626362958184e-05,0.003564243768049185,0.0023429302668898366,0.39329111369241637,0.4007050844504825,0.41107092542639445,0.44798405144674946,0.08700892554339283,1,1,1,1,1,1,1,0,0,0,0.08970565225742487
1200,fixed,23,2.007128639793479,0.6388888888888888,200,250,-0.06081417890349846,-0.009007476722994984,0.08577205232906177,-0.0608141967973215,-0.009007800319564257,0.0857819137641743,-0.06080685524528143,-0.009059745631911711,0.0850453730762008,4.365063033544975e-05,0.003579084634980023,0.005303558809523545,0.5139520381669793,0.5289072084042206,0.5466379828695022,0.5760498384254047,0.1329261423473774,1,1,1,1,1,1,1,0,0,0,0.09477952905205675
1200,fixed,24,2.0943951023931953,0.6666666666666666,200,250,-0.06077915857193136,-0.008446253927838078,0.0880664611941105,-0.06077906328921136,-0.008446691224876048,0.0880731010012358,-0.060774029281415204,-0.008548156963477462,0.08704948042746413,6.358668947924195e-05,0.0034099616507990115,0.0060644093971693736,0.5661427833973507,0.5903886965011869,0.6229157096169453,0.6463532013665302,0.16442626504467486,1,1,1,1,1,0,0,0,0,0,0.09651271512194859
1200,fixed,25,2.1816615649929116,0.6944444444444444,200,250,-0.060413664864850496,-0.007971583803021431,0.08435721428113573,-0.06041286563056469,-0.007972074085447731,0.08436474849579742,-0.06042649285259607,-0.007991701696959206,0.08269448247083967,0.00010282233074913882,0.003651101046096136,0.006269365124496065,0.5751428979671753,0.2923415822984855,0.6728248864039709,0.6933173543521921,0.18634145735800417,1,1,1,1,1,0,0,0,0,0,0.09232879808415716
1200,fixed,26,2.2689280275926285,0.7222222222222222,200,250,-0.0597084345594543,-0.007561782277288535,0.07533397923550697,-0.059709791727275134,-0.007561489524000487,0.07532790945976366,-0.059698396419317325,-0.007511373262080155,0.07394765825188343,0.00025020054584685286,0.0036924985639345377,0.005531014414688451,0.5643296900806426,0.3449518226113191,0.7080174107395893,0.727439066733054,0.20178567549307114,1,1,1,1,1,0,0,0,0,0,0.08289576151279551
1200,fixed,27,2.356194490192345,0.75,200,250,-0.058816507889960845,-0.007212054653512124,0.06271151892750128,-0.05881725887550151,-0.007210819740965271,0.06271848269005892,-0.058828467017249496,-0.007161806421960341,0.06192069635941595,0.0002954566842719303,0.0035230060315818105,0.005257110142204008,0.5427536182466084,0.4761249590786797,0.7328191497078613,0.7525628870636013,0.21225509228933348,1,1,1,1,1,0,0,0,0,0,0.0699235735810134
1200,fixed,28,2.443460952792061,0.7777777777777778,200,250,-0.05784725223357555,-0.00691951092543919,0.04834802084043491,-0.057846575860342864,-0.006917770791838495,0.048338429935068296,-0.057815789558459264,-0.006912601022525905,0.048245493169801715,0.00038108347076809546,0.003657090745981786,0.003876480467229569,0.5187211127914195,0.6138384331206167,0.7489565007742924,0.770183675946911,0.21776021562254788,1,0,1,1,1,0,0,0,0,0,0.055267531765874095
1200,fixed,29,2.5307274153917776,0.8055555555555555,200,250,-0.05688929970432471,-0.006678312368299579,0.03383586689582745,-0.05688956881263415,-0.006676592285319913,0.03384549371382069,-0.056874671434766974,-0.006718060558731532,0.0338978941959359,0.00038116194571313766,0.003694451091653005,0.0023556110633573546,0.49480578308230094,0.4526219426634882,0.7560199195987606,0.780028647952764,0.21948740310433404,1,0,1,1,1,0,0,0,0,0,0.04051417926412703
1200,fixed,30,2.6179938779914944,0.8333333333333334,200,250,-0.055995227636810765,-0.006481374095344725,0.020668793619488864,-0.055995446164873446,-0.006480008367891419,0.020664223877784688,-0.05598527622869454,-0.006551415145017025,0.02055538212964317,0.00044523519091516084,0.0036766775476659306,0.004086785637701908,0.4753634822026264,0.1290061867436601,0.7507217549165125,0.7789444135404198,0.21600221051824467,1,0,1,1,1,0,0,0,0,0,0.02715016771483359
1200,fixed,31,2.705260340591211,0.8611111111111112,200,250,-0.05520428628658577,-0.006322474488819566,0.0107595915777687,-0.05520381568528658,-0.006321573683182622,0.010780792062002427,-0.055167022758941316,-0.006404656114515797,0.011674669445290194,0.0004993998856991644,0.0036359640928733264,0.00552783568978015,0.46362643530294784,0.4640128574606124,0.7158907277298591,0.7496439562008562,0.20468844777568404,1,0,0,1,1,0,0,0,0,0,0.017082066066588266
1200,fixed,32,2.792526803190927,0.8888888888888888,200,250,-0.05453620284847949,-0.006197022161459842,0.01308850814819425,-0.054535742110784324,-0.0061965540253595625,0.013073123223868575,-0.0546079946486973,-0.006279018274245652,0.01344403317856368,0.00037660929176497326,0.0036088439824906054,0.0038231415837341413,0.46551418233004505,0.33365714104010663,0.57118611537487,0.592033794744061,0.1749006096349353,1,0,1,1,1,0,0,0,0,0,0.019285530309654093
1200,fixed,33,2.8797932657906435,0.9166666666666666,200,250,-0.054006015233786585,-0.006101918408255101,0.02570947580526411,-0.054006862279661054,-0.006101790176808691,0.025717865779216233,-0.05402869110346347,-0.006177996052552126,0.025191227063488295,0.0004495278138571951,0.0035840529900460316,0.0027989708103626186,0.4552912503687667,0.43123151613788346,0.5067508088556351,0.519801475982773,0.15282061165214073,1,0,1,1,1,0,0,0,0,0,0.03181139421351921
1200,fixed,34,2.96705972839036,0.9444444444444444,200,250,-0.05362276339415631,-0.006035171175145018,0.03613089484080881,-0.05362410095201009,-0.006035276298758793,0.036138634286517535,-0.05370288424627468,-0.006104397745573593,0.03517795548746014,0.00040591611651916853,0.0035564278401719273,0.004209516650768335,0.4305479117815472,0.41947425546645845,0.4640418903476934,0.47813776954883,0.13182135733332753,1,0,1,1,1,0,0,0,0,0,0.042166066015953824
