T,policy,phi_index,phi,phi_over_pi,T0,T1,v_fit_A,v_fit_B,v_fit_ABB,v_fit2_A,v_fit2_B,v_fit2_ABB,v_T_A,v_T_B,v_T_ABB,delta_v_A,delta_v_B,delta_v_ABB,deltaP_late_mean_ABB,deltaP_final_ABB,w_loc3_ABB,w_loc5_ABB,P0bar_ABB,stable_A,stable_B,stable_ABB,strict_raw,drift_raw,strict_stage3,drift_stage3,pp_primary,pp_sensitivity,mismatch_sign,adv_v
300,fixed,10,0.8726646259971648,0.2777777777777778,200,250,-0.051741932457846924,-0.06138123193574017,0.10162424667594493,-0.051736665909507415,-0.0636698764717674,0.10174354718914295,-0.0517770684667728,-0.061673499939123744,0.10149449310756428,7.162496603145552e-06,0.002308283910651465,0.0014119679107222477,0.34414325102871995,0.3962830288866049,0.5893137358401742,0.5955725126075339,0.1942877492801354,1,1,1,1,1,1,1,0,0,0,0.15336617913379186
300,fixed,11,0.9599310885968813,0.3055555555555556,200,250,-0.05264380443472875,-0.047235916365386856,0.11140307072933638,-0.052639132202733536,-0.04730700878424266,0.11175917299828454,-0.05266674960034832,-0.04720499591389061,0.1114199936107212,5.091464199150075e-06,0.003177083813967828,0.001864044491522207,0.373660704127894,0.4573935695724944,0.5732802224480572,0.5796775620988086,0.18572815642529122,1,1,1,1,1,1,1,0,0,0,0.15863898709472324
300,fixed,12,1.0471975511965976,0.3333333333333333,200,250,-0.05354750247179236,-0.03879155192411198,0.12039081438978931,-0.053544357890144195,-0.038751757604804885,0.1205351366268142,-0.05356210604430953,-0.0380846711139849,0.11994142632459945,4.3265214875604086e-06,0.002829180912649054,0.0021343872574163536,0.4029896939324042,0.4908002537713054,0.5539169355050063,0.5606677055645829,0.17583604833778338,1,1,1,1,1,1,1,0,0,0,0.15918236631390129
300,fixed,13,1.1344640137963142,0.3611111111111111,200,250,-0.054442847635631245,-0.02999410799805771,0.12777511300575245,-0.05443953006642285,-0.02797421656787126,0.12742966297153055,-0.054452865907130804,-0.030528923068463113,0.12688005358124524,4.8064618810156334e-06,0.002971210814171465,0.0020218314152929406,0.42919820009806103,0.4991322160739372,0.5314804510265617,0.5387990343964889,0.16515966784435138,1,1,1,1,1,1,1,0,0,0,0.15776922100381016
300,fixed,14,1.2217304763960306,0.3888888888888889,200,250,-0.0553247404883644,-0.025108591631445788,0.1332428064093211,-0.05531951608610325,-0.030490307885248574,0.1326030493449575,-0.05533149833030388,-0.0257979400025756,0.13212422048040803,4.270934748348831e-06,0.0036214394866787257,0.0019942198802024025,0.45252926207517974,0.5128827072694262,0.5061850042413817,0.5143081633772257,0.15396797869682013,1,1,1,1,1,1,1,0,0,0,0.1583513980407669
300,fixed,15,1.3089969389957472,0.4166666666666667,200,250,-0.05618693575968366,-0.020840523118042357,0.136319526498926,-0.05618308836297645,-0.018983336944333004,0.1357542523484966,-0.05618957611226299,-0.02076848330804654,0.1351907850634845,2.8053525495952414e-06,0.003796307383908737,0.0022115625365627667,0.4730007685640123,0.5401461886015804,0.47810289712901616,0.4873638446509443,0.14240853043810978,1,1,1,1,1,1,1,0,0,0,0.15716004961696836
300,fixed,16,1.3962634015954636,0.4444444444444444,200,250,-0.05701828477077259,-0.017701220945801906,0.1361164102744745,-0.057016889626653924,-0.01224312644999714,0.13598129025205882,-0.057013750353000874,-0.018201593893987542,0.1352658496546521,3.5178633648325075e-06,0.0034341283580259577,0.0026201060891198613,0.48893253991447766,0.5778767531343256,0.446714153894349,0.45779647800402,0.13041180543250272,1,1,1,1,1,1,1,0,0,0,0.1538176312202764
300,fixed,17,1.48352986419518,0.4722222222222222,200,250,-0.05780496521255997,-0.016327215514569733,0.13136491826308902,-0.05780044150330927,-0.014931355401142632,0.1318916329789055,-0.05779340852689071,-0.016514333887082077,0.1312388245115365,2.9436627840204177e-06,0.0036474132396243884,0.0030174096242171766,0.49667252086192304,0.6114074492403815,0.41011722921735144,0.4245263507040847,0.11742396871285084,1,1,1,1,1,1,1,0,0,0,0.14769213377765875
300,fixed,18,1.5707963267948966,0.5,200,250,-0.05853787724443368,-0.01537245883580584,0.12083352057243696,-0.058533447967914716,-0.018724238873111566,0.1221545264431208,-0.05852412901204275,-0.01470538821812631,0.12197512006722863,4.851241148393082e-06,0.0038830114398700384,0.003127707654219547,0.4887429122042967,0.6139369859316708,0.3631102307356258,0.3835700230767689,0.10164341762837274,1,1,1,1,1,1,1,0,0,0,0.1362059794082428
300,fixed,19,1.658062789394613,0.5277777777777778,200,250,-0.059206225346289186,-0.01405731302903109,0.10517735958086429,-0.05921077409256328,-0.019186882442206496,0.10696393054714527,-0.0591884978427584,-0.012911764433836778,0.10741251872359242,8.388333548214888e-06,0.003628411447532098,0.002699833514262312,0.44333960015335044,0.5274782351264266,0.2877842118760862,0.3176255167396155,0.07691812230898809,1,1,1,1,1,1,1,0,0,0,0.11923467260989537
300,fixed,20,1.7453292519943295,0.5555555555555556,200,250,-0.05978887172875736,-0.012421587127406559,0.08754665182895749,-0.05979423148618227,-0.016659500715753034,0.08717780801373652,-0.05976508183629585,-0.011396568526418344,0.08881008112617107,5.827004286099169e-06,0.0035384614343518996,0.0014158673768091268,0.30407787419928295,0.2630743089714058,0.10664138363711013,0.13082946989108843,0.023399834599169077,1,1,1,1,1,1,1,0,1,0,0.09996823895636404
300,fixed,21,1.832595714594046,0.5833333333333333,200,250,-0.06026855105539641,-0.01075437868721346,0.07698926136360205,-0.06027400202447361,-0.012833816064730342,0.07855648661895566,-0.060249098686249954,-0.010234462235138117,0.0775622032710324,1.3101574189863796e-05,0.0038568591780581817,0.001519745484794624,0.14116907807746898,0.16911574739350044,0.17974175791019614,0.21460319535670586,0.029534813109001908,1,1,1,1,1,1,1,0,0,0,0.08774364005081552
300,fixed,22,1.9198621771937625,0.6111111111111112,200,250,-0.06062439660119534,-0.00927269922930194,0.08582002434769158,-0.06064198259431667,-0.009050580590172552,0.08329972750989201,-0.06060340978031976,-0.009375168937423645,0.07898933188089442,2.0787144260132895e-05,0.0038086163702812266,0.001692185133393878,0.3959254448855311,0.3207243440857733,0.42043449762842877,0.4607320663500785,0.09037373957102533,1,1,1,1,1,1,1,0,0,0,0.09509272357699353
300,fixed,23,2.007128639793479,0.6388888888888888,200,250,-0.06080791051836194,-0.008066679766814864,0.0824753285087305,-0.06080639034346306,-0.005951953945187535,0.08213602446474778,-0.06077304319691392,-0.008735938002441877,0.08120087598974642,3.0488071250472926e-05,0.0039028922644498577,0.0019586399516602765,0.4870947551215703,0.29562803297033746,0.5452099077582043,0.5754061606002092,0.1334858370106618,1,1,1,1,1,0,0,0,0,0,0.09054200827554537
300,fixed,24,2.0943951023931953,0.6666666666666666,200,250,-0.06077079706357609,-0.007140162420516706,0.08723508993014716,-0.060712319185426585,-0.0037073732291169237,0.0836406999235703,-0.060755328069866256,-0.008245544534519618,0.08184571810745678,4.4885477930294015e-05,0.0036758780041051004,0.0023747546114090134,0.5694249972587851,0.3024891745583067,0.6232221553069319,0.6468199341902213,0.1679359678278305,1,0,1,1,1,0,0,0,0,0,0.09437525235066387
300,fixed,25,2.1816615649929116,0.6944444444444444,200,250,-0.06044640153458264,-0.006455224659029939,0.08407384151583056,-0.06037722026062425,-0.002236830862495979,0.08505978203924691,-0.060496032854980904,-0.007854496480262051,0.08053204063139963,0.0001485671854441345,0.0037883062627932906,0.004106923285056019,0.5768609270328764,0.6935975536151175,0.6728093904875277,0.693882978639816,0.18621760991856834,1,0,1,1,1,0,0,0,0,0,0.09052906617486049
300,fixed,26,2.2689280275926285,0.7222222222222222,200,250,-0.059695440727080704,-0.0059611627193871695,0.0754383489655856,-0.059814031840755684,-0.001373146678961897,0.07262801081254776,-0.05988697634489905,-0.007531898241308935,0.06908217688127702,0.0002878122499705843,0.003671973584705758,0.003160276903956108,0.5623938155307129,0.24576564934480133,0.7084475661595476,0.7278517105211136,0.20430247372982974,1,0,1,1,1,0,0,0,0,0,0.08139951168497277
300,fixed,27,2.356194490192345,0.75,200,250,-0.05879398268423525,-0.00561019816897865,0.06202267378004695,-0.05913441732736915,-0.0009462434488447509,0.06292300187645967,-0.059043973763542826,-0.007259571183631035,0.05993144095314436,0.00041245807771400633,0.0034355844011221227,0.003267854735932413,0.5382034059202118,0.5334971662984269,0.733158639776241,0.7528875818362036,0.21522971735565777,1,0,1,1,1,0,0,0,0,0,0.0676328719490256
300,fixed,28,2.443460952792061,0.7777777777777778,200,250,-0.05786757564956485,-0.0053634487691371305,0.04874306067206448,-0.05758882133123282,-0.0008083997721262629,0.04683421042725297,-0.05800891311889274,-0.007027121441598588,0.04826983586073736,0.0003787278294306168,0.0035425703269091023,0.0039008231581652147,0.5230978773868551,0.6578922821783488,0.7489712394881723,0.7705294087549124,0.2170786453036741,1,0,1,1,1,0,0,0,0,0,0.05410650944120161
300,fixed,29,2.5307274153917776,0.8055555555555555,200,250,-0.0568044129350506,-0.005191166310825921,0.034637843074774965,-0.05670765491494848,-0.0008482797267539357,0.039658565276304535,-0.05673743890474202,-0.00682861883301066,0.03309021925405247,0.0005183944757380932,0.0035856555329396517,0.0029117208007647805,0.49953757758524936,0.31199394070760217,0.754118452753699,0.7794017595261591,0.22096738047509135,1,0,1,1,1,0,0,0,0,0,0.03982900938560088
300,fixed,30,2.6179938779914944,0.8333333333333334,200,250,-0.05604897504518538,-0.005071188614549539,0.020760826673440633,-0.05626988355251878,-0.0009854931425558025,0.021402227176150316,-0.05625146249945481,-0.006660592991544273,0.020126820456261962,0.0004872152333108698,0.0036886205932789066,0.004515347311083117,0.47362453972973867,0.11633046336673547,0.7534079492143606,0.7812994731599457,0.21940094639155855,1,0,1,1,1,0,0,0,0,0,0.025832015287990173
300,fixed,31,2.705260340591211,0.8611111111111112,200,250,-0.05522440812872744,-0.004987899715820058,0.008502905094915046,-0.05511022425585891,-0.0011627762117020785,0.0002566879517698212,-0.055061486753594055,-0.006520906323705452,0.013083756567215117,0.000604935891046425,0.003731247008265004,0.004118748567855227,0.4601237240485485,0.2652129613196633,0.7090203693171573,0.7426309549663361,0.20777737795848975,1,0,0,1,1,0,0,0,0,0,0.013490804810735104
300,fixed,32,2.792526803190927,0.8888888888888888,200,250,-0.05450652809822009,-0.004930808958211916,0.013396372798342793,-0.054253558850507366,-0.001343374628078432,0.012127399498635463,-0.054852430572814456,-0.006408153887451272,0.015783463772297862,0.0006210452158821322,0.003737979595696225,0.0018690678776453126,0.4548575069526304,0.4811551591142465,0.5958637490548305,0.6221043528731302,0.18232422659770645,1,0,1,1,1,0,0,0,0,0,0.01832718175655471
300,fixed,33,2.8797932657906435,0.9166666666666666,200,250,-0.05400385010092822,-0.004892458780061063,0.0251324565843694,-0.05426775621324585,-0.001502920653571161,0.025663585126860608,-0.054081364690768026,-0.006321359899190779,0.023703382412393514,0.0003968542265526398,0.0037274168366846845,0.0013111261592678378,0.4554328423819321,0.4391645087211742,0.5087059514338403,0.52380169522487,0.15400688683344535,1,0,1,1,1,0,0,0,0,0,0.030024915364430464
300,fixed,34,2.96705972839036,0.9444444444444444,200,250,-0.05357241173884506,-0.004867829306734886,0.035881461074350564,-0.05387315504109542,-0.0016252389422728587,0.03677319730969009,-0.053449819510149404,-0.006259832856068718,0.03228243612556367,0.0006449433827163467,0.003711862950667053,0.0013139972888718647,0.43152022723649636,0.415875239481976,0.465769775916552,0.48211054157834193,0.13283399370169624,1,0,1,1,1,0,0,0,0,0,0.04074929038108545
300,fixed,35,3.0543261909900767,0.9722222222222222,200,250,-0.05331803603540494,-0.004854216471322952,0.04310054248053058,-0.053488785384513356,-0.0017019412907867764,0.04289115171552784,-0.053229947340880365,-0.006223101284297271,0.03897372776805032,0.0006480182598971734,0.003699051334651187,0.0008881016633198319,0.3880377695304111,0.34969842811744967,0.4166701577195976,0.43387166788782094,0.11016587762918693,1,0,1,1,1,0,0,0,0,0,0.047954758951853534
300,fixed,36,3.141592653589793,1.0,200,250,-0.053239617881800184,-0.004849940900834536,0.0480966996314153,-0.05335556527248144,-0.0017282395964989179,0.047485979962453705,-0.053187037978257704,-0.006210888004275589,0.04438667356972327,0.000586957963730976,0.003694108043135256,0.0008938628472504873,0.3476137287809188,0.33525614711859186,0.36064206894716494,0.3761919805699384,0.08706077185742903,1,0,1,1,1,0,0,0,0,0,0.05294664053224984
300,fixed,37,3.2288591161895095,1.0277777777777777,200,250,-0.05331803603540523,-0.004854216471322959,0.04951557808536747,-0.05348878538451419,-0.001701941290786814,0.04921667748245004,-0.05322994734088064,-0.006223101284297259,0.0461413297242174,0.0006480182598971804,0.003699051334651158,0.0006911223319446824,0.2989086655709097,0.287557901255951,0.3075582321509298,0.32425163045507144,0.06674862435094595,1,0,1,1,1,0,0,0,0,0,0.05436979455669043
300,fixed,38,3.316125578789226,1.0555555555555556,200,250,-0.05357241173884508,-0.004867829306734909,0.04467182824534755,-0.05387315504109537,-0.0016252389422729066,0.04505960493805369,-0.05344981951014932,-0.0062598328560687175,0.041655759386513544,0.0006449433827163537,0.0037118629506670275,0.000778989342070914,0.22686687341075037,0.23063407237636052,0.2577013449452674,0.2740596149179871,0.050628506220464616,1,0,1,1,1,0,0,0,0,0,0.049539657552082464
300,fixed,39,3.4033920413889427,1.0833333333333335,200,250,-0.05400385010092841,-0.004892458780061073,0.031707045252029296,-0.05426775621324584,-0.0015029206535711276,0.030797377338005028,-0.05408136469076801,-0.006321359899190788,0.029408687469699022,0.0003968542265526259,0.003727416836684731,0.0005221404885518179,0.13709078253959953,0.14023909481723323,0.215388557533644,0.2309881430231826,0.039308114113908256,1,0,1,1,1,0,0,0,0,0,0.03659950403209037
300,fixed,40,3.490658503988659,1.1111111111111112,200,250,-0.05450652809822008,-0.004930808958211918,0.011999232047805267,-0.054253558850507436,-0.0013433746280783999,0.0124596184207556,-0.05485243057281431,-0.006408153887451276,0.010095365645651036,0.0006210452158821392,0.0037379795956962634,0.000644891330601749,0.03983638882236914,0.057186075118231705,0.20297784730969903,0.2232731791755404,0.035170809393392025,1,0,1,1,1,0,0,0,0,0,0.016930041006017187
300,fixed,41,3.5779249665883754,1.1388888888888888,200,250,-0.05522440812872716,-0.004987899715820073,-0.01651756080621612,-0.05511022425585843,-0.001162776211702071,-0.014862803634327496,-0.05506148675359372,-0.006520906323705467,-0.01733524423355714,0.0006049358910463695,0.003731247008265013,0.0010259713888523328,-0.06466960026322427,-0.012956301050744579,0.2254862556993172,0.24958811893149016,0.0378403239869188,1,0,1,1,0,0,0,0,0,0,-0.011529661090396045
300,fixed,42,3.665191429188092,1.1666666666666665,200,250,-0.05604897504518496,-0.005071188614549539,-0.05747532342897188,-0.056269883552518586,-0.000985493142555803,-0.05770034866753601,-0.05625146249945471,-0.006660592991544269,-0.052725929007839435,0.00048721523331087674,0.0036886205932789053,0.0010855875431691336,-0.18344468462899882,-0.08994707721946582,0.23681270576351632,0.25915829888456354,0.03977277431863944,1,0,1,1,0,0,0,0,0,0,-0.05240413481442234
300,fixed,43,3.752457891787808,1.1944444444444444,200,250,-0.05680441293505032,-0.005191166310825946,-0.10047978332506224,-0.05670765491494858,-0.0008482797267538862,-0.10112647078691075,-0.05673743890474205,-0.006828618833010681,-0.09075959309126487,0.0005183944757380862,0.0035856555329397076,0.002712139538743219,-0.3052667438543011,-0.24745708061198057,0.23751170420388842,0.25876153576693317,0.04030589058567458,1,0,1,1,0,0,0,0,0,0,-0.0952886170142363
300,fixed,44,3.839724354387525,1.2222222222222223,200,250,-0.057867575649564386,-0.005363448769137143,-0.13965136264183026,-0.05758882133123267,-0.0008083997721263632,-0.1383426167046785,-0.05800891311889238,-0.007027121441598583,-0.12601606789506298,0.00037872782943064454,0.003542570326909057,0.003800701480135421,-0.4197813271204044,-0.48294288711225863,0.24666790872801717,0.266390384491794,0.04260973023403225,1,0,1,1,0,0,0,0,0,0,-0.13428791387269312
300,fixed,45,3.9269908169872414,1.25,200,250,-0.05879398268423515,-0.0056101981689786334,-0.16932208090858863,-0.05913441732736929,-0.0009462434488446621,-0.16792389453110695,-0.05904397376354288,-0.007259571183631037,-0.1514020581044272,0.0004124580777139786,0.0034355844011221817,0.005512581867711447,-0.5094097198722302,-0.5304604178769012,0.2606256611688473,0.27936129412998545,0.047898332387685594,1,0,1,1,0,0,0,0,0,0,-0.16371188273961002
300,fixed,46,4.014257279586958,1.2777777777777777,200,250,-0.059695440727081404,-0.005961162719387141,-0.18485669838630064,-0.0598140318407565,-0.001373146678961837,-0.18217674843985596,-0.05988697634489948,-0.007531898241308908,-0.16248681100182186,0.0002878122499707231,0.003671973584705771,0.003607730717371138,-0.570002645365631,-0.44841331506993837,0.279160333066177,0.29774723372778356,0.05217209028763975,1,0,1,1,0,0,0,0,0,0,-0.1788955356669135
300,fixed,47,4.101523742186674,1.3055555555555556,200,250,-0.060446401534582944,-0.006455224659030016,-0.17950590033800112,-0.060377220260624045,-0.0022368308624960776,-0.1783546237302913,-0.0604960328549808,-0.007854496480262076,-0.15830293426093658,0.0001485671854441345,0.0037883062627932576,0.005977574206349617,-0.5811567349752923,-0.663933180741512,0.30078396490607173,0.3193975600778717,0.05860425012900884,1,0,1,1,0,0,0,0,0,0,-0.17305067567897112
300,fixed,48,4.1887902047863905,1.3333333333333333,200,250,-0.0607707970635752,-0.007140162420516663,-0.15018627188680453,-0.06071231918542546,-0.0037073732291167433,-0.14883550230366024,-0.06075532806986615,-0.0082455445345196,-0.13166048017485765,4.4885477930287077e-05,0.0036758780041052323,0.0034449568275251863,-0.5274907192204481,-0.4085599630733977,0.3247950407470847,0.34316125576167933,0.06757436633250176,1,0,1,1,0,0,0,0,0,0,-0.14304610946628787
300,fixed,49,4.276056667386107,1.361111111111111,200,250,-0.06080791051836215,-0.00806667976681482,-0.10184979564730319,-0.06080639034346379,-0.005951953945187459,-0.1019470716005769,-0.06077304319691429,-0.008735938002441861,-0.08950516545778943,3.0488071250368842e-05,0.003902892264449816,0.002393683779207706,-0.36964298835669046,-0.2877710556441436,0.34696344653614697,0.36594439099220527,0.07330586165888263,1,1,1,1,0,0,0,0,0,0,-0.09378311588048838
300,fixed,50,4.363323129985823,1.3888888888888888,200,250,-0.060624396601194355,-0.009272699229301924,-0.0475569986011517,-0.060641982594315365,-0.009050580590172507,-0.04474244298584599,-0.060603409780318945,-0.009375168937423642,-0.04097643342315268,2.07871442599733e-05,0.003808616370281251,0.0013199946009714997,-0.18865056010553746,-0.1298131928707697,0.3651995582419503,0.3828319901501723,0.08421450662580536,1,1,1,1,0,1,0,0,0,0,-0.03828429937184978
300,fixed,51,4.4505895925855405,1.4166666666666667,200,250,-0.0602685510553975,-0.010754378687213451,-0.004905321567899256,-0.060274002024474874,-0.012833816064730316,-0.005507307345480741,-0.060249098686250495,-0.010234462235138115,-0.004748516240546066,1.3101574189981757e-05,0.0038568591780581783,0.0012211353482254796,0.04247633351182692,-0.0062194638184545625,0.36129188559981534,0.37617541833600343,0.08772125647520065,1,1,1,1,0,1,0,0,0,0,0.005849057119314195
300,fixed,52,4.537856055185257,1.4444444444444444,200,250,-0.059788871728756875,-0.012421587127406548,0.010214946022385523,-0.05979423148618172,-0.016659500715753006,0.01234859908447776,-0.05976508183629552,-0.011396568526418346,0.009657810578126248,5.827004286147741e-06,0.0035384614343519014,0.0020095585576717315,0.03807124114131268,-0.055653421786857116,0.42342555272204496,0.45158529411318316,0.11107157234523778,1,1,1,1,1,1,1,0,0,0,0.02263653314979207
300,fixed,53,4.625122517784973,1.4722222222222223,200,250,-0.05920622534629004,-0.014057313029031075,0.0053150490891405635,-0.059210774092563,-0.019186882442206486,0.009261662339612297,-0.05918849784275865,-0.012911764433836747,0.00846061614848763,8.388333548152438e-06,0.0036284114475321223,0.003721628241808746,-0.10304601758640469,-0.023749292127287436,0.6682917467904493,0.7030930119243259,0.18397572724483086,1,1,0,1,1,1,0,0,0,0,0.019372362118171636
300,fixed,54,4.71238898038469,1.5,200,250,-0.05853787724443372,-0.015372458835805784,0.00449345375931555,-0.05853344796791439,-0.018724238873111546,0.008745934354938032,-0.05852412901204317,-0.014705388218126302,0.00516943704439904,4.851241148316754e-06,0.0038830114398700436,0.004241122592843639,-0.15316185548472178,0.010760377376329844,0.7318362576000257,0.7558976591604012,0.2112503655132517,1,1,0,1,1,1,0,0,0,0,0.019865912595121334
300,fixed,55,4.799655442984406,1.5277777777777777,200,250,-0.05780496521256029,-0.016327215514569678,0.002376840003279236,-0.05780044150330946,-0.014931355401142586,0.005252551134587346,-0.05779340852689053,-0.016514333887082035,0.0008915063592630802,2.9436627840412344e-06,0.0036474132396243503,0.004049600524234864,-0.16703607414333227,-0.041778844277240046,0.746629467248397,0.7641258259023977,0.22179760690629424,1,1,0,1,1,1,0,0,0,0,0.018704055517848914
300,fixed,56,4.886921905584122,1.5555555555555556,200,250,-0.0570182847707723,-0.01770122094580188,-0.00038917363776679666,-0.05701688962665406,-0.012243126449997097,0.0005398117296419732,-0.05701375035300112,-0.018201593893987508,-0.0034322409120381135,3.5178633648186297e-06,0.003434128358025968,0.003203439439900657,-0.16750603232597616,-0.12498394184252837,0.7424028973877179,0.7563752667565075,0.224419426674337,1,1,0,1,0,1,0,0,0,0,0.017312047308035084
300,fixed,57,4.974188368183839,1.5833333333333333,200,250,-0.05618693575968379,-0.020840523118042267,-0.0035838242894975906,-0.056183088362976495,-0.018983336944332904,-0.004293389320437931,-0.05618957611226339,-0.020768483308046502,-0.00734920958622922,2.8053525496438136e-06,0.0037963073839087473,0.0031853069070589303,-0.16211009184732542,-0.19599579361695657,0.7273468458936906,0.7396273168149474,0.22160040886869287,1,1,0,1,0,1,0,0,0,0,0.017256698828544675
300,fixed,58,5.061454830783555,1.611111111111111,200,250,-0.055324740488363465,-0.025108591631445826,-0.006822490720921111,-0.05531951608610233,-0.0304903078852486,-0.008109114484869864,-0.05533149833030338,-0.025797940002575598,-0.010553153466863604,4.270934748459854e-06,0.003621439486678729,0.0031129775089170425,-0.15233654836218852,-0.2166754020114886,0.7040575051083438,0.715621061582958,0.21423707841010894,1,1,0,1,0,1,0,0,0,0,0.018286100910524714
300,fixed,59,5.148721293383272,1.6388888888888888,200,250,-0.05444284763563132,-0.029994107998057653,-0.009902850888369182,-0.05443953006642257,-0.02797421656787122,-0.010326822011623731,-0.05445286590713138,-0.0305289230684631,-0.0128753452935782,4.806461881091961e-06,0.0029712108141715064,0.002673248750735829,-0.13869475258204483,-0.16714943162517168,0.6730370375266218,0.6844648629922044,0.20249913116795717,1,1,1,1,0,1,0,0,0,0,0.02009125710968847
