policy,phi_index,phi,phi_over_pi,strict_raw_all_T,drift_raw_all_T,T_last,v_fit_A_T_last,v_fit_B_T_last,v_fit_ABB_T_last,adv_v_T_last
fixed,61,5.323254218582705,1.6944444444444444,1,0,1500,-0.05264139912055759,-0.04773737025387216,-0.016151358451481454,0.03158601180239071
fixed,62,5.410520681182422,1.7222222222222223,1,0,1500,-0.05174446763878325,-0.06197515794441666,-0.017143299204723034,0.03460116843406022
fixed,63,5.497787143782138,1.75,1,0,1500,-0.050864862960593386,-0.08011857486220421,-0.017282211889875474,0.03358265107071791
fixed,64,5.585053606381854,1.7777777777777777,1,0,1500,-0.0500155886059899,-0.09723040066214707,-0.016472832976186604,0.03354275562980329
fixed,65,5.672320068981571,1.8055555555555556,1,0,1500,-0.049211497277769106,-0.11246738413226282,-0.014635046970551782,0.03457645030721732
fixed,66,5.759586531581287,1.8333333333333333,1,0,1500,-0.04847008459201152,-0.12620143813780002,-0.011743518022312443,0.036726566569699075
fixed,67,5.8468529941810035,1.861111111111111,1,0,1500,-0.047810477933182625,-0.13861604624607138,-0.007724719670876268,0.040085758262306356
fixed,68,5.93411945678072,1.8888888888888888,1,0,1500,-0.04725434688227461,-0.14982865537293374,-0.004087064071706445,0.04316728281056816
fixed,69,6.021385919380437,1.9166666666666667,1,0,1500,-0.04682189049822778,-0.15991822301464936,-0.0034660517873604225,0.04335583871086736
fixed,70,6.1086523819801535,1.9444444444444444,1,0,1500,-0.04653367175068925,-0.1688896799810413,-0.005352058697743085,0.04118161305294617
fixed,71,6.19591884457987,1.9722222222222223,1,0,1500,-0.04638516066420156,-0.1764203376688325,-0.010854124816614267,0.03553103584758729
scaled,0,0.0,0.0,1,0,1500,-0.04635777580307318,-0.18037710020800862,-0.012839099095551297,0.033518676707521886
scaled,1,0.08726646259971647,0.027777777777777776,1,0,1500,-0.04639008121487549,-0.17642687758630093,-0.0031660067319670233,0.04322407448290847
scaled,2,0.17453292519943295,0.05555555555555555,1,1,1500,-0.046534938374499464,-0.16889319474509396,0.006493036398124413,0.05302797477262388
scaled,3,0.2617993877991494,0.08333333333333333,1,1,1500,-0.04682224919824149,-0.15991949843222528,0.017164798926450536,0.06398704812469203
scaled,4,0.3490658503988659,0.1111111111111111,1,1,1500,-0.04725405694031721,-0.14982865934572673,0.02855930995826174,0.07581336689857895
scaled,5,0.4363323129985824,0.1388888888888889,1,1,1500,-0.047810532422852346,-0.1386158948071731,0.040540404656194635,0.08835093707904698
scaled,6,0.5235987755982988,0.16666666666666666,1,1,1500,-0.04847000088467075,-0.1262015555106346,0.053376531164346964,0.10184653204901772
